ARPT_IDENT	NAME	STATE_PROV	ICAO	FAA_HOST_ID	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	ELEV	TYPE	MAG_VAR	WAC	BEACON	SECOND_ARPT	OPR_AGY	SEC_NAME	SEC_ICAO	SEC_FAA	SEC_OPR_AGY	CYCLE_DATE	TERRAIN	HYDRO
AR44994	SAN NICOLAS DE LOS ARROYOS		SA	SA31	WGE	WGE	S33232651	-33.390697	W060114443	-60.195675	00098	D	W006102 0506	1434			CI					200507		
AR45202	SAN JULIAN		SAWJ	N	WGE	WGE	S49182439	-49.306775	W067480932	-67.802589	00190	D	E009455 0506	1627			CI					200513		
AR46542	LA PLATA		SADL	N	WGE	WGE	S34582000	-34.972222	W057534090	-57.894694	00072	D	W007218 0506	1434			CI					200609		
AR46954	VENADO TUERTO		SA	SA32	WGE	WGE	S33405459	-33.681831	W061572300	-61.956389	00367	D	W004246 0506	1434			CI					200513		
AR47770	PASO DE LOS LIBRES		SARL	N	WGE	WGE	S29412193	-29.689425	W057090748	-57.152078	00230	D	W010385 0506	1383			CI					200510		
AR48120	LA RIOJA		SANL	N	WGE	WGE	S29225389	-29.381636	W066474502	-66.795839	01436	D	W002051 0506	1381			CI					200508		
AR49061	EL PALOMAR		SADP	N	WGE	WGE	S34363578	-34.609939	W058364533	-58.612592	00059	B	W006559 0506	1434			ML					200609		
AR49376	GENERAL PICO		SAZG	N	WGE	WGE	S35414626	-35.696183	W063452983	-63.758286	00459	D	W001388 0506	1435			CI					200513		
AR49934	VILLA MINETTI		SA	SA03	WGE	WGE	S28371230	-28.620083	W061361355	-61.603764	00246	D	W007123 0506	1382			CI					200601		
AR50642	PRESIDENTE PERON		SAZN	N	WGE	WGE	S38565640	-38.949000	W068092056	-68.155711	00895	A	E004114 0506	1490	Y		CI					200607		
AR51177	SALTA		SASA	N	WGE	WGE	S24512152	-24.855978	W065291021	-65.486169	04088	A	W005155 0506	1316	Y		CI					200607		
AR51559	SANTA ROSA		SAZR	N	WGE	WGE	S36351796	-36.588322	W064163250	-64.275694	00630	A	W000401 0506	1491			CI					200609		
AR51711	CORRIENTES		SARC	N	WGE	WGE	S27264381	-27.445503	W058454271	-58.761864	00203	A	W010129 0506	1315	Y		CI					200510		
AR53303	CAMPO DE MAYO		SADO	N	WGE	WGE	S34320398	-34.534439	W058401825	-58.671736	00078	C	W006553 0506	1434			MI					200605		
AR54310	COMANDANTE LUIS PIEDRABUENA		SA	SA33	WGE	WGE	S49594232	-49.995089	W068571109	-68.953081	00078	D	E011015 0506	1627			ML					200605		
AR56245	PUERTO DESEADO		SAWD	N	WGE	WGE	S47440705	-47.735292	W065541475	-65.904097	00266	D	E007209 0506	1586			CI					200513		
AR56501	ANTOINE DE ST EXUPERY		SAVN	N	WGE	WGE	S40450440	-40.751221	W065020343	-65.034286	00085	D	E002266 0506	1537			CI					200512		
AR58399	AEROPARQUE JORGE NEWBERY		SABE	N	WGE	WGE	S34333303	-34.559175	W058245618	-58.415606	00018	B	W007080 0506	1434			ML					200510		
AR60215	SAN FERNANDO		SADF	N	WGE	WGE	S34271148	-34.453189	W058352272	-58.589644	00010	A	W007023 0506	1434			CI					200510		
AR60988	MARIANO MORENO		SADJ	N	WGE	WGE	S34333834	-34.560650	W058472243	-58.789564	00105	B	W006481 0506	1434	Y		ML					200602		
AR61241	TRELEW AEROCLUB		SA	SA34	WGE	WGE	S43140832	-43.235644	W065192673	-65.324092	00128	D	E004109 0506	1537			CI					200405		
AR62473	ANDALGALA		SA	SA35	WGE	WGE	S27375400	-27.631667	W066210300	-66.350833	02952	D	W003178 0506	1316			PV					200507		
AR63145	SALADILLO		SA	SA36	WGE	WGE	S35362900	-35.608056	W059485900	-59.816389	00147	D	W005181 0506	1434			CI					200507		
AR63628	MARCOS JUAREZ		SAOM	N	WGE	WGE	S32410110	-32.683639	W062092805	-62.157792	00361	D	W004449 0506	1435			CI					200513		
AR64070	LAS HERAS		SAVH	N	WGE	WGE	S46315900	-46.533056	W068570400	-68.951111	01082	D	E009075 0506	1585			CI					200507		
AR64206	VILLA GESELL		SAZV	N	WGE	WGE	S37140747	-37.235408	W057014526	-57.029239	00032	D	W006484 0506	1492			PV					200507		
AR64453	SANTA CRUZ		SAWU	N	WGE	WGE	S50005958	-50.016550	W068344511	-68.579197	00364	D	E010451 0506	1627			ML					200609		
AR67911	C FAA H R BORDEN		SAVJ	N	WGE	WGE	S41191525	-41.320903	W069342950	-69.574861	02927	D	E006450 0506	1538			CI					200513		
AR69106	SAN CARLOS DE BARILOCHE		SAZS	N	WGE	WGE	S41090422	-41.151172	W071092715	-71.157542	02776	A	E007598 0506	1538	Y		CI					200607		
AR70558	CHILECITO		SANO	N	WGE	WGE	S29132600	-29.223888	W067262000	-67.438889	03099	D	W001341 0506	1381			CI					200605		
AR72888	LAS LAJAS		SA	SA38	WGE	WGE	S38322015	-38.538931	W070201348	-70.337078	02789	D	E005526 0506	1490			CI					200513		
AR73229	JUJUY AEROCLUB		SA	SA39	WGE	WGE	S24141130	-24.236472	W065160859	-65.269053	04049	D	W005419 0506	1316			CI					200512		
AR73651	PERGAMINO		SAAN	N	WGE	WGE	S33550827	-33.918964	W060385270	-60.647972	00236	D	W005288 0506	1434			CI					200508		
AR73997	SAN LUIS		SAOU	N	WGE	WGE	S33162349	-33.273192	W066212312	-66.356422	02329	D	W000330 0506	1435			CI					200512		
AR75372	CATARATAS DEL IGUAZU		SARI	N	WGE	WGE	S25441421	-25.737281	W054282440	-54.473444	00916	A	W014193 0506	1314			CI					200607		
AR76772	SAN JUAN AEROCLUB		SA	SA40	WGE	WGE	S31361108	-31.603078	W068324985	-68.547181	02080	D	E000347 0706	1381			CI					200609		
AR77408	GUALEGUAYCHU		SAAG	N	WGE	WGE	S33003700	-33.010278	W058364700	-58.613056	00075	D	W007471 0506	1434			CI					200601		
AR77902	ELDORADO		SATD	N	WGE	WGE	S26235100	-26.397499	W054342900	-54.574722	00685	D	W014013 0506	1314			CI					200606		
AR78928	TENIENTE BENJAMIN MATIENZO		SANT	N	WGE	WGE	S26502710	-26.840861	W065061780	-65.104944	01495	A	W004471 0506	1316	Y		CI					200607		
AR80200	MINISTRO PISTARINI		SAEZ	N	WGE	WGE	S34492000	-34.822222	W058320900	-58.535833	00067	B	W006530 0506	1434	Y		ML					200510		
AR80600	USHUAIA EST AERONAVAL		SAWO	N	WGE	WGE	S54492171	-54.822697	W068181535	-68.304264	00020	C	E013100 0506	1668			MI					200609		
AR80927	TRES ARROYOS		SAZH	N	WGE	WGE	S38231288	-38.386911	W060194696	-60.329711	00400	D	W003125 0506	1492			CI					200512		
AR83516	SAN RAFAEL		SAMR	N	SAN	WGE	S34351793	-34.588314	W068241388	-68.403854	02470	A	E002013 0506	1435			CI					200606		
AR84748	RESISTENCIA		SARE	N	WGE	WGE	S27265995	-27.449986	W059032205	-59.056125	00173	A	W009576 0506	1315			CI					200607		
AR84901	SANTA MARIA		SA	SA42	WGE	WGE	S26402437	-26.673436	W066012641	-66.024003	05905	D	W004009 0506	1316			PV					200605		
AR85191	CATAMARCA		SANC	N	WGE	WGE	S28353557	-28.593214	W065450333	-65.750925	01522	D	W003265 0706	1382			CI					200609		
AR87578	RINCON DE LOS SAUCES		SAHS	N	WGE	WGE	S37232622	-37.390617	W068541516	-68.904211	01969	D	E003594 0506	1490			PV					200601		
AR87723	POSADAS		SARP	N	WGE	WGE	S27230902	-27.385839	W055581462	-55.970728	00430	D	W012339 0506	1314			CI					200607		
AR90202	BELEN		SA	SA44	WGE	WGE	S27422856	-27.707933	W067054221	-67.095058	03937	D	W002349 0506	1316			PV					200513		
AR91139	ROSARIO		SAAR	N	WGE	WGE	S32541300	-32.903611	W060470600	-60.785000	00085	A	W005534 0506	1434			CI					200607		
AR93230	SAUCE VIEJO		SAAV	N	WGE	WGE	S31424200	-31.711666	W060484200	-60.811668	00056	D	W006283 0506	1382			CI					200507		
AR93476	GOYA		SATG	N	WGE	WGE	S29055810	-29.099472	W059150210	-59.250583	00125	D	W009056 0506	1383			CI					200507		
AR94425	ESQUEL		SAVE	N	WGE	WGE	S42542862	-42.907950	W071082210	-71.139472	02621	D	E008559 0506	1538			CI					200608		
AR94545	COMODORO RIVADAVIA		SAVC	N	WGE	WGE	S45470725	-45.785347	W067275583	-67.465508	00190	B	E007295 0506	1586			ML					200607		
AR94822	ORAN		SASO	N	WGE	WGE	S23091000	-23.152779	W064194501	-64.329170	01168	D	W006569 0506	1259			CI					200601		
AR96413	MALARGUE		SAMM	N	WGE	WGE	S35293695	-35.493597	W069342736	-69.574267	04683	D	E003334 0506	1436			CI					200607		
AR96652	FRIAS		SA	SA45	WGE	WGE	S28380400	-28.634444	W065063300	-65.109167	01082	D	W003592 0506	1382			CI					200507		
AR98318	SANTIAGO DEL ESTERO		SANE	N	WGE	WGE	S27455622	-27.765617	W064183644	-64.310122	00656	A	W005068 0506	1316			CI					200513		
AR99022	ZAPALA		SAHZ	N	WGE	WGE	S38583180	-38.975500	W070064889	-70.113581	03330	D	E005553 0506	1490			CI					200513		
AR99058	OBERA		SATO	N	WGE	WGE	S27310536	-27.518156	W055072696	-55.124156	01125	D	W013112 0506	1314			CI					200404		
AR99194	CACHI		SA	SA01	WGE	WGE	S25061802	-25.105006	W066092589	-66.157192	07940	D	W004330 0506	1316			PV					200601		
AR99252	VILLA DOLORES		SAOD	N	WGE	WGE	S31564266	-31.945183	W065084662	-65.146283	01915	D	W002214 0506	1382			ML					200603		
AR99276	RAFAELA		SA	SA48	WGE	WGE	S31165706	-31.282517	W061300618	-61.501717	00361	D	W006033 0506	1382			CI					200604		
AR99487	ISLA MARTIN GARCIA		SA	SA04	WGE	WGE	S34105564	-34.182122	W058144888	-58.246911	00007	D	W007293 0506	1434			CI					200603		
AR99703	BELL VILLE		SA	SA05	WGE	WGE	S32393558	-32.659883	W062420729	-62.702025	00429	D	W004155 0506	1435			CI					200604		
AR99886	LABOULAYE		SAOL	N	WGE	WGE	S34080760	-34.135444	W063214410	-63.362250	00449	D	W002521 0506	1435			CI					200605		
AS00001	SCHERGER		YBSG	N	WGE	WGE	S12372600	-12.623889	E142051400	142.087222	00145	C	E005422 0506	1111			MI					200511		
AS00002	PALM ISLAND		YPAM	N	WGE	WGE	S18451900	-18.755278	E146345300	146.581389	00028	D	E007374 0506	1219			CI					200601		
AS00003	CENTURY MINE		YCNY	N	WGE	WGE	S18451200	-18.753333	E138422400	138.706667	00416	D	E005447 0506	1220			PV					200513		
AS00004	BALLERA		YLLE	N	WGE	WGE	S27243000	-27.408333	E141483000	141.808333	00385	D	E007535 0506	1342			PV					200512		
AS00006	TRUSCOTT MUNGALALU		YTST	N	WGE	WGE	S14052300	-14.089722	E126225100	126.380833	00181	D	E002549 0506	1108			CI					200608		
AS00007	MARGARET RIVER		YMGT	N	WGE	WGE	S33555000	-33.930556	E115060000	115.100000	00374	D	W003075 0506	1461			CI					200510		
AS00008	MANJIMUP		YMJM	N	WGE	WGE	S34155500	-34.265278	E116082500	116.140278	00940	D	W002412 0506	1461			CI					200510		
AS00010	BRONZEWING		YBWG	N	WGE	WGE	S27215600	-27.365556	E121020900	121.035833	01645	D	E001370 0506	1345			PV					200607		
AS00011	MURRIN MURRIN		YMMI	N	WGE	WGE	S28421900	-28.705278	E121532600	121.890556	01535	D	E001415 0506	1352			PV					200608		
AS00012	TREPELL		YTEE	N	WGE	WGE	S21500600	-21.835000	E140531800	140.888333	00891	D	E006425 0506	1233			PV					200513		
AS00013	THE MONUMENT		YTMO	N	WGE	WGE	S21484000	-21.811111	E139552500	139.923611	00949	D	E006275 0506	1233			CI					200513		
AS00014	CUMMINS		YCUS	N	WGE	WGE	S34123000	-34.208333	E135383000	135.641667	00197	D	E006470 0506	1458			CI					200602		
AS00015	LIZARD ISLAND		YLZI	N	WGE	WGE	S14400000	-14.666667	E145270000	145.450000	00070	D	E006438 0506	1111			CI					200406		
AS00016	WILLIAMSON		YWIS	N	WGE	WGE	S22282400	-22.473333	E150103900	150.177500	00089	D	E009109 0506	1235			MI					200601		
AS00017	KUBIN		YKUB	N	WGE	WGE	S10133000	-10.225000	E142130600	142.218333	00015	D	E005246 0506	1097			CI					200406		
AS00022	MURRAY FIELD		YMUL	N	WGE	WGE	S32303000	-32.508333	E115503000	115.841667	00056	D	W001590 0506	1461			CI					200406		
AS00024	PORMPURAAW		YPMP	N	WGE	WGE	S14534800	-14.896667	E141363400	141.609444	00010	D	E005541 0506	1111			CI					200609		
AS00027	LAKE EVELLA		YLEV	N	WGE	WGE	S12295600	-12.498889	E135482100	135.805833	00256	D	E004216 0506	1110			CI					200504		
AS00034	WARBURTON		YWBR	N	WGE	WGE	S26074200	-26.128333	E126350000	126.583333	01500	D	E003186 0506	1344			CI					200409		
AS00039	BARIMUNYA		YBRY	N	WGE	WGE	S22402600	-22.673889	E119095800	119.166111	02082	D	E001426 0506	1230			CI					200406		
AS00041	MOUNT HOTHAM		YHOT	N	WGE	WGE	S37025100	-37.047500	E147200300	147.334167	04260	D	E012212 0506	1470			CI					200606		
AS00042	WARWICK		YWCK	N	WGE	WGE	S28085800	-28.149444	E151563500	151.943056	01500	D	E011013 0506	1357			CI					200410		
AS00043	LEONGATHA		YLEG	N	WGE	WGE	S38293500	-38.493056	E145513500	145.859722	00263	D	E012152 0506	1470			CI					200406		
AS00045	RAVENSTHORPE		YNRV	N	WGE	WGE	S33475000	-33.797222	E120122900	120.208056	00209	D	W000143 0506	1460			CI					200609		
AS00046	YARRAWONGA		YYWG	N	WGE	WGE	S36014400	-36.028889	E146014300	146.028611	00423	D	E011291 0506	1470			CI					200603		
AS00049	MOUNT BUNDEY		YMDY	N	WGE	WGE	S12532400	-12.890000	E131543000	131.908333	00150	D	E003403 0506	1109			MI					200603		
AS00052	BIRCHIP		YBIR	N	WGE	WGE	S35595900	-35.999722	E142550300	142.917500	00340	D	E010124 0506	1457			CI					200607		
AS00053	OSBORNE MINE		YOSB	N	WGE	WGE	S22045400	-22.081667	E140331800	140.555000	00935	D	E006395 0806	1233			PV					200609		
AS00058	SNAKE BAY		YSNB	N	WGE	WGE	S11252200	-11.422778	E130391300	130.653611	00173	D	E003188 0506	1099			CI					200510		
AS00740	DARWIN INTL		YPDN	N	WGE	WGE	S12245300	-12.414722	E130523600	130.876667	00103	A	E003269 0506	1109	Y		CI					200607		
AS01794	TAREE		YTRE	N	WGE	WGE	S31531900	-31.888611	E152305000	152.513889	00038	D	E012205 0506	1357			CI					200507		
AS01863	GOULBURN		YGLB	N	WGE	WGE	S34483700	-34.810278	E149433500	149.726389	02141	D	E012270 0506	1456			CI					200607		
AS01976	DIRRANBANDI		YDBI	N	WGE	WGE	S28353000	-28.591667	E148130000	148.216667	00567	D	E010048 0506	1357			CI					200602		
AS02967	BAMAGA INJINOO		YBAM	N	WGE	WGE	S10570300	-10.950833	E142273400	142.459444	00034	D	E005335 0506	1097			CI					200607		
AS03598	COOKTOWN		YCKN	N	WGE	WGE	S15264100	-15.444722	E145110400	145.184444	00026	D	E006471 0506	1111			CI					200602		
AS04258	AVALON		YMAV	N	WGE	WGE	S38022200	-38.039444	E144281000	144.469444	00035	A	E011290 0506	1469	Y		PV					200608		
AS04349	BATHURST		YBTH	N	WGE	WGE	S33243400	-33.409444	E149390700	149.651944	02435	D	E011566 0506	1456			CI					200601		
AS05794	COEN		YCOE	N	WGE	WGE	S13453900	-13.760833	E143064900	143.113611	00532	D	E006049 0506	1111			CI					200602		
AS06003	FORREST		YFRT	N	WGE	WGE	S30501700	-30.838056	E128065400	128.115000	00511	D	E003406 0506	1353	Y		CI					200609		
AS07051	ARARAT		YARA	N	WGE	WGE	S37183400	-37.309444	E142591900	142.988611	01008	D	E010361 0506	1469			CI					200511		
AS07236	BRISBANE ARCHERFIELD		YBAF	N	WGE	WGE	S27341300	-27.570278	E153002900	153.008056	00063	A	E011087 0506	1340	Y		CI					200606		
AS08942	CURTIN		YCIN	N	WGE	WGE	S17345300	-17.581389	E123494200	123.828333	00300	B	E002429 0506	1223			ML					200601		
AS09280	GOVE		YPGV	N	WGE	WGE	S12161000	-12.269444	E136490600	136.818333	00205	D	E004323 0506	1110			CI					200609		
AS09502	PORT MACQUARIE		YPMQ	N	WGE	WGE	S31260900	-31.435833	E152514800	152.863333	00012	D	E012177 0506	1357			CI					200607		
AS09515	MOUNT GAMBIER		YMTG	N	WGE	WGE	S37444400	-37.745556	E140470700	140.785278	00212	D	E009425 0506	1469			CI					200607		
AS09681	GEORGETOWN		YGTN	N	WGE	WGE	S18181800	-18.305000	E143314800	143.530000	00995	D	E006497 0506	1219			CI					200512		
AS09792	WARRNAMBOOL		YWBL	N	WGE	WGE	S38174300	-38.295278	E142264800	142.446667	00242	D	E010381 0506	1469			CI					200508		
AS09831	HUGHENDEN		YHUG	N	WGE	WGE	S20485400	-20.815000	E144133100	144.225278	01043	D	E007236 0506	1234			CI					200511		
AS09866	WEIPA		YBWP	N	WGE	WGE	S12404300	-12.678611	E141553100	141.925278	00063	D	E005405 0506	1111			CI					200608		
AS09940	CHARLEVILLE		YBCV	N	WGE	WGE	S26244800	-26.413334	E146154500	146.262500	01003	A	E008599 0506	1341	Y		CI					200601		
AS10286	CAIRNS INTL		YBCS	N	WGE	WGE	S16530900	-16.885833	E145451900	145.755278	00010	A	E007079 0506	1219	Y		CI					200513		
AS10823	COWRA		YCWR	N	WGE	WGE	S33504100	-33.844722	E148385600	148.648889	00966	D	E011447 0506	1456			CI					200602		
AS11026	CHINCHILLA		YCCA	N	WGE	WGE	S26463000	-26.775000	E150370000	150.616667	01028	D	E010175 0506	1340			CI					200601		
AS11710	ALBANY		YABA	N	WGE	WGE	S34563600	-34.943333	E117483200	117.808889	00233	D	W002024 0506	1461			CI					200512		
AS12234	HORN ISLAND		YHID	N	WGE	WGE	S10351100	-10.586389	E142172400	142.290000	00043	D	E005284 0506	1097			CI					200602		
AS12386	MOUNT ISA		YBMA	N	WGE	WGE	S20395000	-20.663889	E139291900	139.488611	01121	D	E006112 0506	1233	Y		CI					200510		
AS12739	PORT HEDLAND INTL		YPPD	N	WGE	WGE	S20224000	-20.377778	E118373500	118.626389	00033	A	E001483 0506	1230	Y		CI					200607		
AS12764	BARCALDINE		YBAR	N	WGE	WGE	S23335500	-23.565278	E145182400	145.306667	00878	D	E008095 0506	1234			CI					200607		
AS13190	MITCHELL		YMIT	N	WGE	WGE	S26290000	-26.483333	E147561200	147.936667	01144	D	E009291 0506	1341			CI					200601		
AS13301	NYNGAN		YNYN	N	WGE	WGE	S31330400	-31.551111	E147121000	147.202778	00569	D	E010335 0506	1356			CI					200607		
AS13470	HOBART CAMBRIDGE		YCBG	N	WGE	WGE	S42493600	-42.826667	E147282900	147.474722	00067	D	E014499 0506	1556			CI					200608		
AS13597	GAYNDAH		YGAY	N	WGE	WGE	S25365200	-25.614444	E151371000	151.619444	00369	D	E010158 0506	1340			CI					200601		
AS14209	TAMWORTH		YSTW	N	WGE	WGE	S31050200	-31.083889	E150504800	150.846667	01334	A	E011345 0506	1357	Y		CI					200507		
AS14515	MAITLAND		YMND	N	WGE	WGE	S32421200	-32.703333	E151291800	151.488333	00075	D	E012182 0506	1456			CI					200607		
AS15072	BRISBANE INTL		YBBN	N	WGE	WGE	S27230300	-27.384167	E153070300	153.117500	00013	A	E011073 0506	1340	Y		CI					200607		
AS15168	GROOTE EYLANDT		YGTE	N	WGE	WGE	S13583000	-13.975000	E136273600	136.460000	00053	D	E004400 0506	1110			CI					200602		
AS15239	POINT COOK		YMPC	N	WGE	WGE	S37555600	-37.932222	E144451200	144.753333	00014	C	E011344 0506	1469			MI					200607		
AS16530	YOUNG		YYNG	N	WGE	WGE	S34152000	-34.255556	E148145300	148.248056	01267	D	E011443 0506	1456			CI					200607		
AS16926	OAKEY		YBOK	N	WGE	WGE	S27244100	-27.411389	E151440700	151.735278	01335	C	E010457 0506	1340	Y		MI					200602		
AS17096	DALBY		YDAY	N	WGE	WGE	S27091900	-27.155278	E151160200	151.267222	01137	D	E010340 0506	1340			CI					200601		
AS18167	CARNARVON		YCAR	N	WGE	WGE	S24525000	-24.880556	E113402000	113.672222	00013	D	W000096 0506	1346			CI					200513		
AS18424	COONAMBLE		YCNM	N	WGE	WGE	S30590000	-30.983333	E148223200	148.375556	00604	D	E010466 0506	1357			CI					200602		
AS19111	MONTO		YMTO	N	WGE	WGE	S24530900	-24.885833	E151060100	151.100278	00757	D	E009572 0506	1340			CI					200513		
AS19700	TENNANT CREEK		YTNK	N	WGE	WGE	S19380400	-19.634444	E134110000	134.183333	01236	D	E004478 0506	1221	Y		CI					200510		
AS19988	STANTHORPE		YSPE	N	WGE	WGE	S28371300	-28.620278	E151592600	151.990556	02938	D	E011102 0506	1357			CI					200508		
AS20319	CUNNAMULLA		YCMU	N	WGE	WGE	S28014800	-28.030000	E145372000	145.622222	00630	D	E009103 0506	1356			CI					200602		
AS20878	SHEPPARTON		YSHT	N	WGE	WGE	S36254400	-36.428889	E145233300	145.392500	00374	D	E011215 0506	1470			CI					200507		
AS20919	COOMA SNOWY MOUNTAINS		YCOM	N	WGE	WGE	S36180200	-36.300556	E148582600	148.973889	03088	D	E012431 0506	1470	Y		CI					200607		
AS21460	WAGGA WAGGA		YSWG	N	WGE	WGE	S35095500	-35.165278	E147275900	147.466389	00724	D	E011453 0506	1457	Y		CI					200507		
AS21736	GOLD COAST		YBCG	N	WGE	WGE	S28095200	-28.164444	E153301700	153.504722	00021	A	E011269 0506	1357	Y		CI					200607		
AS22891	LONGREACH		YLRE	N	WGE	WGE	S23260300	-23.434167	E144164900	144.280278	00627	D	E007517 0506	1234	Y		CI					200510		
AS23021	PORTLAND		YPOD	N	WGE	WGE	S38190500	-38.318056	E141281600	141.471111	00265	D	E010108 0506	1469			CI					200607		
AS23151	CESSNOCK		YCNK	N	WGE	WGE	S32471500	-32.787500	E151203000	151.341667	00211	D	E012171 0506	1456			CI					200601		
AS23431	CASINO		YCAS	N	WGE	WGE	S28525800	-28.882778	E153040100	153.066944	00086	D	E011326 0506	1357			CI					200601		
AS23849	TOCUMWAL		YTOC	N	WGE	WGE	S35484200	-35.811667	E145362900	145.608056	00372	D	E011149 0506	1457			CI					200508		
AS23941	COOBER PEDY		YCBP	N	WGE	WGE	S29022400	-29.040000	E134431500	134.720833	00740	D	E005534 0506	1354			CI					200513		
AS24432	WARREN		YWRN	N	WGE	WGE	S31440000	-31.733333	E147480900	147.802500	00669	D	E010485 0506	1356			CI					200607		
AS24555	PORT PIRIE		YPIR	N	WGE	WGE	S33142000	-33.238889	E137594200	137.995000	00040	D	E007366 0506	1458	Y		CI					200513		
AS24761	SCONE		YSCO	N	WGE	WGE	S32021400	-32.037222	E150495600	150.832222	00745	D	E011525 0506	1456			CI					200507		
AS25359	DEVONPORT		YDPO	N	WGE	WGE	S41101100	-41.169722	E146254900	146.430278	00033	D	E013336 0506	1556	Y		CI					200604		
AS25631	LOCKHART RIVER		YLHR	N	WGE	WGE	S12471300	-12.786944	E143181700	143.304722	00077	D	E005595 0506	1111			CI					200608		
AS26605	ROMA		YROM	N	WGE	WGE	S26324200	-26.545000	E148462900	148.774722	01032	D	E009439 0506	1340			CI					200509		
AS27004	COONABARABRAN		YCBB	N	WGE	WGE	S31195700	-31.332500	E149160200	149.267222	02117	D	E011097 0506	1357			CI					200607		
AS28197	MELBOURNE MOORABBIN		YMMB	N	WGE	WGE	S37583300	-37.975833	E145060800	145.102222	00050	D	E011445 0506	1470	Y		CI					200607		
AS28309	MACKAY		YBMK	N	WGE	WGE	S21101800	-21.171667	E149104700	149.179722	00019	A	E008406 0506	1235	Y		CI					200513		
AS28469	STAWELL		YSWL	N	WGE	WGE	S37041800	-37.071667	E142442600	142.740556	00807	D	E010255 0506	1469			CI					200507		
AS29442	ARMIDALE		YARM	N	WGE	WGE	S30314100	-30.528056	E151370200	151.617222	03556	D	E011380 0506	1357			CI					200511		
AS29547	FORBES		YFBS	N	WGE	WGE	S33214900	-33.363611	E147560600	147.935000	00760	D	E011206 0506	1457			CI					200607		
AS29962	RICHMOND		YSRI	N	WGE	WGE	S33360200	-33.600556	E150465100	150.780833	00067	C	E012231 0506	1456			MI					200607		
AS31041	JULIA CREEK		YJLC	N	WGE	WGE	S20400600	-20.668333	E141432100	141.722500	00404	D	E006447 0506	1233			CI					200513		
AS31554	TOOWOOMBA		YTWB	N	WGE	WGE	S27323400	-27.542778	E151545900	151.916389	02086	D	E010508 0506	1340	Y		CI					200508		
AS31563	THARGOMINDAH		YTGM	N	WGE	WGE	S27591100	-27.986389	E143483900	143.810833	00433	D	E008369 0506	1341			CI					200510		
AS31707	NORMANTON		YNTN	N	WGE	WGE	S17410100	-17.683611	E141041300	141.070278	00073	D	E006095 0506	1220			CI					200513		
AS31732	GOONDIWINDI		YGDI	N	WGE	WGE	S28311700	-28.521389	E150191300	150.320278	00714	D	E010403 0506	1357			CI					200607		
AS31983	ALPHA		YAPH	N	WGE	WGE	S23384600	-23.646111	E146350100	146.583611	01255	D	E008306 0506	1234			CI					200607		
AS32127	LAVERTON		YLTN	N	WGE	WGE	S28364900	-28.613611	E122252600	122.423889	01530	D	E001530 0506	1352			CI					200509		
AS32763	WILCANNIA		YWCA	N	WGE	WGE	S31313500	-31.526389	E143222900	143.374722	00250	D	E009154 0506	1356			CI					200508		
AS33215	NARACOORTE		YNRC	N	WGE	WGE	S36590700	-36.985278	E140433000	140.725000	00169	D	E009300 0506	1469			CI					200607		
AS33304	ORANGE		YORG	N	WGE	WGE	S33225400	-33.381667	E149075900	149.133056	03115	D	E011455 0506	1456			CI					200608		
AS34122	STREAKY BAY		YKBY	N	WGE	WGE	S32500900	-32.835833	E134173400	134.292778	00069	D	E006057 0506	1458			CI					200607		
