ARPT_IDENT	NAME	STATE_PROV	ICAO	FAA_HOST_ID	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	ELEV	TYPE	MAG_VAR	WAC	BEACON	SECOND_ARPT	OPR_AGY	SEC_NAME	SEC_ICAO	SEC_FAA	SEC_OPR_AGY	CYCLE_DATE	TERRAIN	HYDRO
NC91928	TOUHO		NWWU	N	WGE	WGE	S20472410	-20.790028	E165153415	165.259486	00010	D	E011519 0106	1237			CI					200604		Y
NC91935	MAGENTA		NWWM	N	WGE	WGE	S22152980	-22.258278	E166282210	166.472806	00010	A	E012258 0106	1238	Y		CI					200604		Y
NC91936	MARE		NWWR	N	WGE	WGE	S21285404	-21.481678	E168021503	168.037508	00141	D	E012261 0106	1238			CI					200604		Y
NC91937	LIFOU		NWWL	N	WGE	WGE	S20462928	-20.774800	E167142351	167.239864	00092	D	E012087 0106	1238			CI					200604		
NE45256	NIUE INTL		NIUE	N	WGE	WGE	S19044810	-19.080028	W169553230	-169.925639	00209	D	E012495 0106	1211	Y		CI					200604		Y
NF19741	NORFOLK ISLAND INTL		YSNF	N	WGE	WGE	S29022985	-29.041625	E167561947	167.938742	00371	A	E014512 0106	1360	Y		CI					200603		
NG03976	DIORI HAMANI		DRRN	N	WGE	WGE	N13285357	13.481547	E002110101	2.183614	00732	B	W002198 0106	0694			ML					200602		
NG10928	MARADI		DRRM	N	WGE	WGE	N13300911	13.502531	E007073631	7.126753	01240	D	W001181 0106	0693			CI					200307		
NG25421	DIRKOU		DRZD	N	WGE	WGE	N18580733	18.968703	E012520714	12.868650	01273	D	E000210 0106	0663			ML					200311		
NG70068	ZINDER		DRZR	N	WGE	WGE	N13464439	13.778997	E008590154	8.983761	01516	A	W000550 0106	0693			CI					200308		
NG73360	DIFFA		DRZF	N	WGE	WGE	N13222242	13.372894	E012373607	12.626686	00994	D	W000202 0106	0692			CI					200311		
NG74411	MANU DAYAK		DRZA	N	WGE	WGE	N16575759	16.965997	E008000041	8.000114	01657	D	W000397 0106	0662			CI					200502		
NG77955	TAHOUA		DRRT	N	WGE	WGE	N14523237	14.875658	E005155529	5.265358	01266	D	W001272 0106	0694			CI					200307		
NH00001	TANNA		NVVW	N	WGE	WGE	S19271837	-19.455103	E169132614	169.223928	00019	D	E012036 0106	1215			CI					200605		Y
NH18708	PORT VILA BAUERFIELD		NVVV	N	WGC	WGE	S17415757	-17.699325	E168191126	168.319794	00070	A	E011327 0106	1215			CI					200606		Y
NH96641	SANTO PEKOA INTL		NVSS	N	WGE	WGE	S15301812	-15.505033	E167131107	167.219742	00184	D	E010574 0106	1115			CI					200606		Y
NI09758	ZARIA		DNZA	N	WGE	WGE	N11074869	11.130192	E007410890	7.685806	02170	A	W001346 0106	0784			CI					200511		
NI14984	SHIRORO		DN	DN50	WGE	WGE	N09530475	9.884653	E006490708	6.818633	01305	D	W001585 0106	0783			PV					200405		
NI15222	AJAOKUTA		DN	DN51	WGE	WGE	N07272606	7.457239	E006274006	6.461128	00620	D	W002324 0106	0815			PV					200405		
NI18135	MALLAM AMINU INTL		DNKN	N	WGE	WGE	N12025132	12.047589	E008312864	8.524622	01562	B	W001158 0106	0693	Y		ML					200505		
NI22980	SADIQ ABUBAKAR III INTL		DNSO	N	WGE	WGE	N12545876	12.916322	E005122588	5.207189	01010	D	W001463 0106	0694			CI					200506		
NI23111	NNAMDI AZIKIWE INTL		DNAA	N	WGE	WGE	N09002445	9.006792	E007154742	7.263172	01123	A	W002029 0106	0784			CI					200504		
NI30562	BENIN		DNBE	N	WGE	WGE	N06190113	6.316981	E005355821	5.599503	00258	B	W003000 0106	0815			ML					200506		
NI36440	MAIDUGURI		DNMA	N	WGE	WGE	N11511925	11.855347	E013045142	13.080950	01099	A	W000276 0106	0785			CI					200505		
NI42247	IMO		DNIM	N	WGE	WGE	N05253740	5.427056	E007122171	7.206031	00373	D	W002495 0106	0815			CI					200606		
NI45711	KADUNA OLD		DN	DN53	WGE	WGE	N10355620	10.598944	E007265535	7.448708	02126	C	W001429 0106	0784			MI					200411		
NI46500	YOLA		DNYO	N	WGE	WGE	N09152719	9.257553	E012254952	12.430422	00599	A	W000576 0106	0784			CI					200510		
NI47767	MAKURDI		DNMK	N	WGE	WGE	N07421398	7.703883	E008365018	8.613939	00371	C	W002008 0106	0815			MI					200411		
NI47853	MURTALA MUHAMMED		DNMM	N	WGE	WGE	N06343853	6.577369	E003191616	3.321156	00135	B	W003301 0106	0816	Y		ML					200505		
NI48845	PORT HARCOURT INTL		DNPO	N	WGE	WGE	N05005578	5.015494	E006565854	6.949594	00087	A	W002592 0106	0815			CI					200506		
NI50106	KADUNA		DNKA	N	WGE	WGE	N10414569	10.696025	E007191241	7.320114	02073	B	W001435 0106	0784			ML					200505		
NI64610	BAJOGA NORTHEAST		DN	DN54	WGE	WGE	N10551153	10.919869	E011300421	11.501169	01000	D	W000528 0106	0784			CI					200511		
NI69142	MINNA NEW		DNMN	N	WGE	WGE	N09390782	9.652172	E006274412	6.462256	00834	A	W002056 0106	0783			CI					200510		
NI69218	EKET		DN	DN55	WGE	WGE	N04383184	4.642178	E007565654	7.949039	00042	D	W002499 0106	0815			PV					200405		
NI73675	YAKUBU GOWON		DNJO	N	WGE	WGE	N09382338	9.639828	E008520858	8.869050	04232	A	W001360 0106	0784			CI					200510		
NI84081	ESCRAVOS		DN	DN56	WGE	WGE	N05373116	5.625322	E005113258	5.192383	00006	D	W003162 0106	0815			PV					200405		
NI88823	CALABAR		DNCA	N	WGE	WGE	N04583367	4.976019	E008204991	8.347197	00210	A	W002395 0106	0815			CI					200504		
NI90073	IBADAN		DNIB	N	WGE	WGE	N07214485	7.362458	E003584200	3.978333	00725	A	W003088 0106	0816			CI					200510		
NI92163	ENUGU		DNEN	N	WGE	WGE	N06282738	6.474272	E007334306	7.561961	00466	A	W002302 0106	0815			CI					200510		
NI98371	AKURE		DNAK	N	WGE	WGE	N07144826	7.246739	E005180363	5.301008	01100	D	W002514 0106	0815			CI					200506		
NI99069	ILORIN		DNIL	N	WGE	WGE	N08262476	8.440211	E004293811	4.493919	01126	A	W002468 0106	0783			CI					200504		
NI99070	GUSAU		DNGU	N	WGE	WGE	N12101800	12.171667	E006414600	6.696111	01520	D	W001358 0106	0693			CI					199906		
NI99071	KATSINA		DN	DN57	WGE	WGE	N13002819	13.007831	E007393762	7.660450	01660	D	W001166 0106	0693			CI					200510		
NL11458	DRACHTEN		EHDR	N	WGE	WGE	N53070900	53.119167	E006074700	6.129722	00014	D	W000126 0106	0170			CI					200507		
NL15268	DEELEN		EHDL	N	WGE	WGE	N52033800	52.060556	E005522300	5.873056	00158	C	W000126 0106	0170			MI					200601		
NL20876	LELYSTAD		EHLE	N	WGE	WGE	N52273700	52.460278	E005313800	5.527222	-0013	D	W000218 0106	0170			CI					200608		
NL26044	MAASTRICHT		EHBK	N	WGE	WGE	N50544197	50.911658	E005461252	5.770144	00375	A	W000091 0106	0230			CI					200601		
NL26501	GILZE RIJEN		EHGR	N	WGE	WGE	N51340260	51.567389	E004555460	4.931833	00049	C	W000292 0106	0230			MI					200511		
NL29038	SCHIPHOL		EHAM	N	WGE	WGE	N52183101	52.308613	E004455000	4.763889	-0011	A	W000369 0106	0170			CI					200601		Y
NL29991	DE KOOY		EHKD	N	WGE	WGE	N52552407	52.923353	E004465025	4.780625	00003	C	W000402 0106	0170			MI					200609		Y
NL32256	VOLKEL		EHVK	N	WGE	WGE	N51392300	51.656389	E005423100	5.708611	00072	C	W000139 0106	0230			MI					200601		Y
NL44676	VALKENBURG		EHVB	N	WGE	WGE	N52095810	52.166139	E004250460	4.417944	00000	C	W000433 0106	0170			MI					200601		Y
NL47205	EELDE		EHGG	N	WGE	WGE	N53071099	53.119720	E006344600	6.579444	00017	A	W000031 0106	0170			CI					200601		
NL68113	WOENSDRECHT		EHWO	N	WGE	WGE	N51265673	51.449092	E004203131	4.342031	00063	C	W000406 0106	0230			MI					200603		
NL79518	LEEUWARDEN		EHLW	N	WGE	WGE	N53134300	53.228611	E005453800	5.760556	00003	C	W000210 0106	0170			MI					200603		
NL80130	ROTTERDAM		EHRD	N	WGE	WGE	N51572500	51.956944	E004261400	4.437222	-0015	A	W000417 0106	0230			CI					200601		Y
NL89877	EINDHOVEN		EHEH	N	WGE	WGE	N51270050	51.450139	E005222830	5.374528	00074	C	W000196 0106	0230			MI					200609		
NL95277	TWENTHE		EHTW	N	WGE	WGE	N52161200	52.270000	E006522700	6.874167	00114	C	E000067 0106	0170			MI					200608		
NL98201	SOESTERBERG		EHSB	N	WGE	WGE	N52073830	52.127306	E005163430	5.276194	00066	C	W000252 0106	0170			MI					200511		Y
NL98212	BUDEL		EHBD	N	WGE	WGE	N51151901	51.255280	E005360500	5.601389	00114	D	W000141 0106	0230			PV					200507		
NO00003	FAGERHAUG		ENOP	N	EUS	WGE	N62385973	62.649926	E009504825	9.846737	01830	D	E000448 0106	0104			PV					200512	Y	
NO04029	KJEVIK		ENCN	N	WGE	WGE	N58121517	58.204214	E008050733	8.085369	00057	A	E000091 0106	0151			CI					200606		Y
NO06890	VAERNES		ENVA	N	WGE	WGE	N63272720	63.457556	E010552730	10.924250	00056	B	E001220 0706	0104			ML					200609		Y
NO07172	LEIRIN		ENFG	N	EUS	WGE	N61005600	61.015556	E009171700	9.288056	02697	D	E000320 0106	0104			CI					200607		
NO08088	SVARTNES		ENSS	N	WGE	WGE	N70211941	70.355392	E031024160	31.044889	00042	A	E013293 0106	0051			CI					200409		
NO08867	HOYBUKTMOEN		ENKR	N	EUS	WGE	N69433281	69.725781	E029532866	29.891295	00283	A	E012357 0106	0051			CI					200504		
NO09048	LISTA		ENLI	N	WGE	WGE	N58055815	58.099486	E006373378	6.626050	00029	A	W000274 0106	0151			CI					200511		Y
NO10373	KARMOY		ENHD	N	WGE	WGE	N59204296	59.345267	E005123011	5.208364	00086	A	W001123 0106	0151			CI					200504		Y
NO11541	SORSTOKKEN		ENSO	N	WGE	WGE	N59473093	59.791925	E005202706	5.340850	00160	A	W001072 0606	0151			CI					200608	Y	Y
NO16717	KJELLER		ENKJ	N	WGE	WGE	N59580961	59.969336	E011020992	11.036089	00354	B	E001210 0106	0152			ML					200511		
NO21133	BOMOEN		ENBM	N	WGE	WGE	N60381986	60.638850	E006300539	6.501497	00300	D	W000445 0106	0105			CI					200607	Y	
NO23865	GARDERMOEN		ENGM	N	WGE	WGE	N60113810	60.193917	E011060130	11.100361	00681	B	E001226 0106	0104	Y		ML					200607		
NO24241	KVERNBERGET		ENKB	N	WGE	WGE	N63064241	63.111781	E007492828	7.824522	00204	A	W000173 0106	0105			CI					200511		Y
NO25784	BANAK		ENNA	N	WGE	WGE	N70040773	70.068814	E024582456	24.973489	00025	B	E009548 0106	0052			ML					200607	Y	Y
NO29660	ARO		ENML	N	EUS	WGE	N62444100	62.744722	E007154500	7.262500	00010	A	W000328 0106	0105			CI					200607	Y	Y
NO39201	EVENES		ENEV	N	WGE	WGE	N68292868	68.491300	E016404119	16.678108	00084	A	E004436 0106	0052			CI					200609		Y
NO41028	BODO		ENBO	N	WGE	WGE	N67160900	67.269167	E014215500	14.365278	00042	B	E003162 0106	0090			ML					200604		Y
NO46414	ORLAND		ENOL	N	WGE	WGE	N63415607	63.698908	E009361441	9.604003	00028	B	E000360 0106	0104			ML					200602		Y
NO47102	LANGNES		ENTC	N	WGE	WGE	N69410000	69.683333	E018550811	18.918919	00031	A	E006140 0106	0052			CI					200604	Y	Y
NO47398	RYGGE		ENRY	N	WGE	WGE	N59224416	59.378933	E010470740	10.785389	00174	C	E001199 0706	0151			MI					200609		
NO49995	STOKKA		ENST	N	WGE	WGE	N65572458	65.956828	E012280820	12.468944	00056	A	E002078 0106	0090			CI					200504		
NO52545	GEITERYGGEN		ENSN	N	WGE	WGE	N59110600	59.185000	E009340100	9.566944	00463	A	E000439 0106	0151			CI					200607		
NO61036	SOLA		ENZV	N	WGE	WGE	N58523640	58.876778	E005381628	5.637856	00029	A	W000527 0706	0151			CI					200609		Y
NO63951	BRONNOY		ENBN	N	WGE	WGE	N65274000	65.461111	E012130300	12.217500	00025	A	E001586 0106	0090			CI					200607		Y
NO64260	ALTA		ENAT	N	WGE	WGE	N69583400	69.976111	E023221800	23.371667	00009	A	E008569 0106	0052			CI					200607		Y
NO64683	DAGALI		ENDI	N	WGE	WGE	N60250000	60.416667	E008304600	8.512778	02618	D	E000122 0106	0104			CI					200607		
NO65655	BARDUFOSS		ENDU	N	WGE	WGE	N69032073	69.055758	E018322528	18.540356	00252	B	E006006 0806	0052			ML					200609	Y	
NO66437	TORP		ENTO	N	WGE	WGE	N59111213	59.186703	E010153106	10.258628	00286	A	E001017 0106	0151			CI					200606		
NO74165	ANDOYA		ENAN	N	WGE	WGE	N69173300	69.292500	E016083900	16.144167	00043	C	E004304 0106	0052			MI					200607		Y
NO74946	NOTODDEN		ENNO	N	WGE	WGE	N59335646	59.565683	E009124400	9.212222	00063	A	E000337 0106	0151			CI					200609		Y
NO80653	FLESLAND		ENBR	N	WGE	WGE	N60173619	60.293386	E005130531	5.218142	00170	A	W001185 0106	0105			CI					200511		Y
NO91618	ROROS		ENRO	N	EUS	WGE	N62344228	62.578411	E011203245	11.342347	02054	D	E001288 0106	0104			CI					200607		
NO91672	VIGRA		ENAL	N	WGE	WGE	N62333734	62.560372	E006063659	6.110164	00069	A	W001068 0106	0105			CI					200509	Y	Y
NO91678	BATSFJORD		ENBS	N	WGE	WGE	N70360100	70.600278	E029413300	29.692500	00490	D	E012545 0706	0051			CI					200410		Y
NO91685	SORKJOSEN		ENSR	N	WGE	WGE	N69471262	69.786839	E020573400	20.959444	00016	D	E007285 0106	0052			CI					200411		
NO91687	HASVIK		ENHK	N	WGE	WGE	N70291203	70.486675	E022082308	22.139744	00021	A	E008203 0106	0052			CI					200502	Y	Y
NO91697	KJAERSTAD		ENMS	N	WGE	WGE	N65470239	65.783997	E013125369	13.214914	00237	D	E002318 0106	0090			CI					200507	Y	
NO91726	FLORO		ENFL	N	WGE	WGE	N61350100	61.583611	E005012900	5.024722	00037	D	W001331 0106	0105			CI					200413		Y
NP01895	BIRATNAGAR		VNVT	N	WGE	WGE	N26285323	26.481453	E087155053	87.264036	00236	D	W000074 0106	0553			CI					200513		
NP50163	BHAIRAHAWA		VNBW	N	WGE	WGE	N27302053	27.505703	E083245850	83.416250	00358	D	E000111 0106	0553	Y		CI					200606		
NP61311	TRIBHUVAN INTL		VNKT	N	WGE	WGE	N27414770	27.696583	E085213276	85.359100	04390	A	E000071 0106	0553	Y		CI					200513		
NP73855	NEPALGUNJ		VNNG	N	WGE	WGE	N28061308	28.103633	E081400122	81.667006	00540	D	E000218 0106	0439	Y		CI					200513		
NP99698	JANAKPUR		VNJP	N	WGE	WGE	N26423170	26.708806	E085552062	85.922394	00256	D	W000022 0106	0553			CI					200513		
NP99702	POKHARA		VNPK	N	WGE	WGE	N28120317	28.200881	E083585540	83.982056	02712	D	E000157 0106	0439			CI					200513		
NP99723	SIMARA		VNSI	N	WGE	WGE	N27093404	27.159456	E084584844	84.980122	00450	D	E000038 0106	0553			CI					200602		
NP99729	CHANDRAGADHI		VNCG	N	WGE	WGE	N26341496	26.570822	E088044648	88.079578	00300	D	W000090 0106	0553			CI					200513		
NR75871	NAURU INTL		ANYN	N	WGE	WGE	S00325085	-0.547458	E166550876	166.919100	00022	D	E008505 0106	0970	Y		CI					200604		Y
NS34142	JOHAN A PENGEL INTL		SMJP	N	WGE	WGE	N05271019	5.452831	W055111602	-55.187783	00059	A	W016575 0106	0825	Y		CI					200509		
NT00001	PRINCESS JULIANA INTL		TNCM	N	WGE	WGE	N18022743	18.040953	W063063204	-63.108900	00014	A	W013562 0106	0649	Y		CI					200509		
NT00003	F D ROOSEVELT		TNCE	N	WGE	WGE	N17294737	17.496492	W062584598	-62.979439	00129	D	W013568 0106	0649	Y		CI					200509		
NT00004	FLAMINGO		TNCB	N	WGE	WGE	N12075176	12.131044	W068160664	-68.268511	00020	A	W010350 0106	0707			CI					200512		
NT00005	HATO		TNCC	N	WGE	WGE	N12111987	12.188853	W068573529	-68.959803	00029	A	W010104 0106	0707	Y		CI					200605		
NU12456	PUERTO CABEZAS		MNPC	N	WGE	WGE	N14024990	14.047194	W083231220	-83.386722	00052	D	W001192 0106	0709			ML					200510		
NU17490	PUNTA HUETE		MNFC	MN1A	WGE	WGE	N12211210	12.353361	W086105860	-86.182945	00217	C	E000378 0106	0710			MI					200501		
NU18141	MANAGUA INTL		MNMG	N	WGE	WGE	N12082938	12.141494	W086100544	-86.168178	00194	B	E000395 0106	0710	Y		ML					200410		
NU40540	MONTELIMAR		MNMR	MN1B	WGE	WGE	N11481856	11.805156	W086304083	-86.511342	00094	D	E000546 0106	0768			CI					200601		
NU42667	BLUEFIELDS		MNBL	N	WGE	WGE	N11592746	11.990961	W083462671	-83.774086	00051	D	W000426 0106	0768			CI					200609		
NU61631	LOS BRASILES		MNBR	N	WGE	WGE	N12112416	12.190044	W086211394	-86.353872	00262	D	E000453 0106	0710			CI					200513		
NU79208	LEON		MNLN	N	WGE	WGE	N12254090	12.428028	W086540850	-86.902361	00328	D	E001013 0106	0710			CI					200501		
NZ02484	NAPIER		NZNR	N	WGE	WGE	S39275700	-39.465833	E176521200	176.870000	00006	A	E021075 0106	1474	Y		CI					200512		
NZ04021	PARAPARAUMU		NZPP	N	WGE	WGE	S40541700	-40.904722	E174592100	174.989167	00022	A	E021500 0106	1553	Y		CI					200512		
NZ04808	ARDMORE		NZAR	N	WGE	WGE	S37014700	-37.029722	E174582400	174.973333	00111	A	E019301 0106	1474			CI					200603		
NZ05099	PALMERSTON NORTH		NZPM	N	WGE	WGE	S40191400	-40.320556	E175370100	175.616944	00151	A	E021317 0106	1552			CI					200609		
NZ05204	ROTORUA		NZRO	N	WGE	WGE	S38063300	-38.109167	E176190200	176.317222	00935	A	E020154 0106	1474			CI					200512		
NZ14465	TAURANGA		NZTG	N	WGE	WGE	S37401900	-37.671944	E176114600	176.196110	00013	A	E019596 0106	1474			CI					200512		
NZ17722	MASTERTON		NZMS	N	WGE	WGE	S40582400	-40.973333	E175380100	175.633611	00364	D	E021571 0106	1552			CI					200608		
NZ18372	HASTINGS		NZHS	N	WGE	WGE	S39384800	-39.646667	E176460100	176.766944	00072	D	E021136 0106	1474			CI					200607		
NZ19958	TAUPO		NZAP	N	WGE	WGE	S38442300	-38.739723	E176050400	176.084444	01335	A	E020362 0106	1474	Y		CI					200609		
NZ23391	MOUNT COOK		NZMC	N	WGE	WGE	S43455400	-43.764999	E170080000	170.133333	02153	D	E023071 0106	1553			CI					200608		
NZ25496	NELSON		NZNS	N	WGE	WGE	S41175400	-41.298333	E173131600	173.221111	00017	A	E021521 0106	1553	Y		CI					200608		
NZ31730	DUNEDIN		NZDN	N	WGE	WGE	S45554100	-45.928055	E170115400	170.198333	00004	A	E024506 0106	1570	Y		CI					200606		
NZ33647	WAIOURU		NZRU	N	WGE	WGE	S39264700	-39.446389	E175393000	175.658333	02686	D	E020591 0106	1474			MI					200505		
NZ46570	WELLINGTON INTL		NZWN	N	WGE	WGE	S41193800	-41.327221	E174481900	174.805278	00041	A	E022054 0106	1553	Y		CI					200512		
NZ51443	NEW PLYMOUTH		NZNP	N	WGE	WGE	S39003100	-39.008611	E174104500	174.179167	00097	A	E020329 0106	1474	Y		CI					200512		
NZ54165	WAIROA		NZWO	N	WGE	WGE	S39002500	-39.006944	E177242400	177.406667	00042	D	E020538 0106	1474			CI					200512		
NZ55791	OAMARU		NZOU	N	WGE	WGE	S44581200	-44.970000	E171045400	171.081667	00099	D	E024127 0106	1570			CI					200512		
NZ56054	KAITAIA		NZKT	N	WGE	WGE	S35041200	-35.070000	E173170700	173.285278	00270	D	E018158 0106	1453	Y		CI					200512		
NZ58133	CHATHAM ISLANDS		NZCI	N	WGE	WGE	S43483600	-43.810000	W176272600	-176.457222	00043	D	E024340 0106	1551			CI					200603		
NZ59788	WHENUAPAI		NZWP	N	WGE	WGE	S36471600	-36.787777	E174374900	174.630278	00100	C	E019198 0106	1474	Y		MI					200512		
NZ60556	HAMILTON		NZHN	N	WGE	WGE	S37515998	-37.866661	E175195540	175.332056	00172	A	E020008 0106	1474			CI					200608		
NZ66141	WIGRAM		NZWG	N	WGE	WGE	S43330400	-43.551111	E172331000	172.552778	00074	D	E023211 0106	1553			CI					200512		
NZ68365	WANGANUI		NZWU	N	WGE	WGE	S39574400	-39.962222	E175013100	175.025278	00027	D	E021141 0106	1474	Y		CI					200512		
NZ69141	WHAKATANE		NZWK	N	WGE	WGE	S37551400	-37.920556	E176545100	176.914167	00020	D	E020125 0106	1474	Y		CI					200608		
NZ71419	HOKITIKA		NZHK	N	WGE	WGE	S42424900	-42.713611	E170590700	170.985278	00146	D	E022301 0106	1553			CI					200607		
NZ71462	CHRISTCHURCH INTL		NZCH	N	WGE	WGE	S43292169	-43.489358	E172315601	172.532225	00123	A	E023181 0106	1553	Y		CI					200603		
NZ71733	ALEXANDRA		NZLX	N	WGE	WGE	S45124200	-45.211666	E169222400	169.373333	00752	D	E024061 0106	1570			CI					200603		
NZ73742	INVERCARGILL		NZNV	N	WGE	WGE	S46244467	-46.412408	E168184677	168.312992	00005	A	E024537 0106	1570	Y		CI					200512		
NZ74309	KERIKERI		NZKK	N	WGE	WGE	S35154600	-35.262779	E173544300	173.911944	00492	D	E018263 0106	1453	Y		CI					200512		
NZ75233	WHANGAREI		NZWR	N	WGE	WGE	S35460600	-35.768333	E174215400	174.365000	00133	D	E018452 0106	1453			CI					200512		
NZ77387	WESTPORT		NZWS	N	WGE	WGE	S41441700	-41.738056	E171345100	171.580833	00013	D	E021554 0106	1553			CI					200512		
NZ79689	WANAKA		NZWF	N	WGE	WGE	S44432000	-44.722222	E169144400	169.245556	01142	D	E023413 0106	1570			CI					200608		
NZ84546	WOODBOURNE		NZWB	N	WGE	WGE	S41310600	-41.518333	E173521300	173.870278	00109	A	E022061 0106	1553	Y		CI					200512		
NZ88678	OHAKEA		NZOH	N	WGE	WGE	S40122174	-40.206039	E175231611	175.387808	00164	C	E021258 0106	1552	Y		MI					200609		
NZ91632	AUCKLAND INTL		NZAA	N	WGE	WGE	S37002900	-37.008056	E174473000	174.791667	00023	A	E019281 0106	1474	Y		CI					200603		
NZ94208	GISBORNE		NZGS	N	WGE	WGE	S38394800	-38.663333	E177584200	177.978333	00015	A	E020445 0106	1474	Y		CI					200606		
NZ94384	TIMARU		NZTU	N	WGE	WGE	S44181000	-44.302778	E171133100	171.225278	00089	D	E023427 0106	1570	Y		CI					200512		
NZ96780	QUEENSTOWN		NZQN	N	WGE	WGE	S45011600	-45.021111	E168442100	168.739167	01171	A	E023496 0106	1570			CI					200512		
NZ96810	FEILDING		NZFI	N	WGE	WGE	S40152100	-40.255833	E175361900	175.605278	00214	D	E021291 0106	1552			CI					200606		
NZ96819	GLENTANNER		NZGT	N	WGE	WGE	S43542400	-43.906666	E170074200	170.128333	01824	D	E023135 0106	1553			CI					200606		
NZ96822	MANAPOURI		NZMO	N	WGE	WGE	S45315900	-45.533056	E167390000	167.650000	00687	D	E024010 0106	1570			CI					200607		
NZ96829	PUKAKI		NZUK	N	WGE	WGE	S44140600	-44.235000	E170070600	170.118333	01575	D	E023283 0106	1570			PV					200512		
PA41209	ITAIPU		SGIB	N	WGE	WGE	S25242827	-25.407853	W054370990	-54.619417	00762	D	W014161 0106	1314	Y		CI					200413		
PA50917	CARLOS MIGUEL GIMENEZ		SGPI	N	WGE	WGE	S26525328	-26.881467	W058190493	-58.318036	00249	D	W010456 0106	1315			PV					200413		
PA52683	DR JUAN PLATE		SG	SG65	WGE	WGE	S22093242	-22.159006	W057563298	-57.942494	00280	D	W012404 0106	1260			CI					200413		
PA56738	SILVIO PETTIROSSI INTL		SGAS	N	WGE	WGE	S25142346	-25.239850	W057310888	-57.519133	00292	B	W012019 0106	1315	Y		ML					200512		
PA60316	DR LUIS MARIA ARGANA INTL		SGME	N	WGE	WGE	S22024195	-22.044986	W060371810	-60.621694	00553	D	W010298 0106	1260	Y		CI					200605		
PA78756	JUAN DE AYOLAS		SGAY	N	WGE	WGE	S27221434	-27.370650	W056511420	-56.853944	00223	D	W011478 0106	1314			CI					200413		
PA87064	TENIENTE COL CARMELO PERALTA		SGCO	N	WGE	WGE	S23263030	-23.441750	W057253764	-57.427122	00253	B	W012420 0106	1260			ML					200413		
PA87268	SANTA TERESA		SGST	N	WGE	WGE	S22372582	-22.623839	W056380449	-56.634581	00582	D	W013343 0106	1260			PV					200413		
PA87539	ESTANCIA PAI QUARA		SG	SG67	WGE	WGE	S23132624	-23.223956	W055564688	-55.946356	00712	D	W013558 0106	1261			PV					200411		
PA87554	DR AUGUSTO ROBERTO FUSTER INTL		SGPJ	N	WGE	WGE	S22382913	-22.641425	W055494796	-55.829989	01873	D	W014111 0106	1261	Y		CI					200605		
PA87726	GUARANI INTL		SGES	N	WGE	WGE	S25271980	-25.455500	W054503693	-54.843592	00846	B	W014049 0106	1314	Y		ML					200605		
PE00002	SAN NICOLAS		SP	SP68	WGE	WGE	S06233231	-6.392308	W077300438	-77.501217	05085	D	W001031 0106	1011			CI					200506		
PE00015	GALILEA		SPGB	N	WGE	WGE	S04015476	-4.031878	W077453158	-77.758772	00597	D	W001238 0106	1011			MI					200609		
PE00016	EL ESTRECHO		SPEE	SP69	WGE	WGE	S02271461	-2.454058	W072401431	-72.670642	00421	D	W005224 0106	0950			MI					200603		
PE00023	TROMPETEROS		SPDR	N	WGE	WGE	S03482163	-3.806008	W075022145	-75.039292	00427	D	W003224 0106	0950			CI					200313		
PE00508	GEN FAP ARMANDO REVOREDO IGLESIAS		SPJR	N	WGE	WGE	S07082106	-7.139183	W078292184	-78.489400	08781	D	W000116 0106	1011			CI					200504		
PE03248	LAS PALMAS		SPLP	N	WGE	WGE	S12093855	-12.160708	W076595619	-76.998942	00250	C	E000032 0106	1135	Y		MI					200506		
PE03282	JUAN SIMONS VELA		SPJA	N	WGE	WGE	S06040431	-6.067864	W077093594	-77.159983	02707	D	W001219 0106	1011			CI					200601		
PE07180	RODRIGUEZ BALLON		SPQU	N	WGE	WGE	S16202786	-16.341072	W071345910	-71.583083	08405	B	W002543 0106	1194	Y		ML					200603		
PE11971	SAN RAMON		SPRM	N	WGE	WGE	S11074310	-11.128639	W075210180	-75.350500	02600	D	W001264 0106	1073			ML					200506		
PE12095	CESAR TORKE PODESTA		SPEQ	N	WGE	WGE	S17104426	-17.178961	W070555089	-70.930803	04480	D	W003109 0106	1194			CI					200506		
PE13461	ILO		SPLO	N	WGE	WGE	S17414213	-17.695036	W071203827	-71.343964	00072	D	W002410 0206	1194			CI					200603		Y
PE14515	PISCO INTL		SPSO	N	WGE	WGE	S13444151	-13.744864	W076131302	-76.220284	00039	B	W000036 0106	1135	Y		ML					200504		
PE14738	CABALLOCOCHA		SPBC	N	WGE	WGE	S03550069	-3.916858	W070302961	-70.508225	00328	D	W006427 0106	0949			CI					200513		
PE16906	ALFEREZ  VLADIMIR SARA BAUER		SPAS	N	WGE	WGE	S02474606	-2.796128	W076275982	-76.466617	00728	D	W002337 0106	0950			CI					200601		
PE18462	CORONEL FAP ALFREDO MENDIVIL DUARTE		SPHO	N	WGE	WGE	S13091735	-13.154819	W074121590	-74.204417	08917	B	W001455 0106	1135			ML					200603		
PE19721	CAPITAN CARLOS MARTINEZ DE PINILLOS		SPRU	N	WGE	WGE	S08045308	-8.081411	W079063154	-79.108761	00106	A	E000274 0106	1073	Y		CI					200508		
