ARPT_IDENT	HIGH_IDENT	LOW_IDENT	HIGH_HDG	LOW_HDG	LENGTH	RWY_WIDTH	SURFACE	PCN	HE_WGS_LAT	HE_WGS_DLAT	HE_WGS_LONG	HE_WGS_DLONG	HE_ELEV	HE_SLOPE	HE_TDZE	HE_DT	HE_DT_ELEV	HLGT_SYS_1	HLGT_SYS_2	HLGT_SYS_3	HLGT_SYS_4	HLGT_SYS_5	HLGT_SYS_6	HLGT_SYS_7	HLGT_SYS_8	LE_WGS_LAT	LE_WGS_DLAT	LE_WGS_LONG	LE_WGS_DLONG	LE_ELEV	LE_SLOPE	LE_TDZE	LE_DT	LE_DT_ELEV	LLGT_SYS_1	LLGT_SYS_2	LLGT_SYS_3	LLGT_SYS_4	LLGT_SYS_5	LLGT_SYS_6	LLGT_SYS_7	LLGT_SYS_8	HE_TRUE_HDG	LE_TRUE_HDG	CLD_RWY	HELAND_DIS	HE_TAKEOFF	LELAND_DIS	LE_TAKEOFF	CYCLE_DATE
AG96833	27R	09L	267.0	87.0	12700	00098	ASP		N27352099	27.589164	W007285096	-7.480822	U	U	U	1105	U									N27350458	27.584606	W007311089	-7.519692	U	U	U	1070	U									262.5	82.5		11595	12700	11630	12700	200112
AG99976	28	10	283.0	103.0	05906	00148	ASP		N30340100	30.566944	E002523400	2.876111	U	U	U		U									N30341300	30.570278	E002512800	2.857778	U	U	U		U									282.0	102.0		05906	05906	05906	05906	200304
AG99976	36	18	1.0	181.0	09843	00148	ASP		N30342100	30.572500	E002514200	2.861667	1293.0	0.1	U		U									N30355800	30.599444	E002514100	2.861389	1302.0	-0.1	U		U									360.0	180.0		09843	10193	09843	09843	200304
AG99981	24	06	233.0	53.0	11780	00150	ASP		N33323944	33.544289	W000134743	-0.229842	U	U	U		U									N33312607	33.523908	W000153562	-0.259894	U	U	U		U									231.0	51.0		11780	11780	11780	11780	200110
AG99981	35	17	342.0	162.0	09436	00100	ASP		N33303792	33.510533	W000135273	-0.231314	U	U	U		U									N33320564	33.534900	W000143085	-0.241903	U	U	U		U									340.0	160.0		09436	09436	09436	09436	200110
AJ00001	30	12	302.8	122.8	08217	00144	CON	070RBXT	N40435056	40.730711	E046194527	46.329242	1083.0	-0.1	U		U	07	20							N40444071	40.744642	E046182132	46.305922	1076.0	0.1	U		U	07	20							308.0	128.0		08217	08217	08217	09847	200601
AJ00004	31	13	315.4	135.4	05172	00132	ASP		N38442749	38.740969	E048492581	48.823836	U	U	U		U									N38450689	38.751914	E048484406	48.812239	U	U	U		U									320.3	140.3		05172	05172	05172	05172	200606
AJ00006	28	10	285.0	105.0	08182	00135	CON		N40530146	40.883739	E045581523	45.970897	U	U	U		U									N40532942	40.891506	E045563528	45.943133	U	U	U		U									290.2	110.2		08182	08307	08182	08277	200606
AJ00009	35	17	354.8	174.8	08218	00132	CON		N40344913	40.580314	E049332660	49.557389	U	U	U		U									N40361024	40.602844	E049332696	49.557489	U	U	U		U									360.0	180.0		08218	08248	08218	08248	200606
AJ00010	23	05	233.3	53.3	07145	00120	ASP		N39542350	39.906528	E046475228	46.797856	U	U	U		U									N39534686	39.896350	E046463435	46.776208	U	U	U		U									238.6	58.6		07145	07245	07145	07145	200607
AJ00011	26	08	263.1	83.1	08200	00145	CON		N40162622	40.273950	E048104171	48.178253	U	U	U		U									N40162362	40.273228	E048085597	48.148881	U	U	U		U									268.2	88.2		08200	09350	08200	08200	200608
AJ00013	32L	14R	312.5	132.5	10826	00148	CON	150RAWT	N39103541	39.176503	E045281334	45.470372	U	U	2819.0	0375	U	05	11	50						N39115391	39.198308	E045264038	45.444550	U	U	2862.0		U	05	11	50						317.3	137.3		10451	11055	10826	11055	200413
AJ00013	32R	14L	312.5	132.5	10826	00138	ASP	040FBXT	N39103810	39.177250	E045281680	45.471333	U	U	2819.0	1000	U	06								N39115638	39.198994	E045264401	45.445558	U	U	2863.0		U	06	34							317.3	137.3		09826	11055	10826	11055	200604
AJ00014	31	13	312.5	132.5	03966	00120	ASP		N41445765	41.749347	E046213653	46.360147	U	U	U		U									N41452678	41.757439	E046210154	46.350428	U	U	U		U									318.0	138.0		03966	04166	03966	04106	200607
AJ00016	36	18	354.2	174.2	08670	00130	CON		N40234075	40.394653	E050120127	50.200353	U	U	U		U									N40250643	40.418453	E050120015	50.200042	U	U	U		U									359.4	179.4		08670	08670	08670	08670	200606
AJ41498	34	16	335.0	155.0	08858	00197	ASP	050RBXT	N40272400	40.456667	E050024800	50.046667	-23.0	0.1	U		U	05	09	11	50					N40284800	40.480000	E050020600	50.035000	-13.0	-0.1	-13.0		U	05	09	11	50					340.1	160.1		08858	10170	08858	09514	200606
AJ41498	36	18	355.0	175.0	10499	00167	CON	150FAWT	N40272400	40.456667	E050034800	50.063333	-13.0	0.2	U	0444	-13.0	03	04	05	09	10	50			N40291200	40.486667	E050034800	50.063333	10.0	-0.2	10.0		U	03	04	05	09	10	50			360.0	180.0		10055	11811	10499	11040	200606
AL00001	36	18	352.0	172.0	08971	00148	ASP	060FCWT	N41240894	41.402483	E019431991	19.722197	126.0	-0.2	U		U	03	05	09	14	50	55			N41253713	41.426981	E019430819	19.718942	109.0	0.2	U		U	03	05	09	12	50	55			354.0	174.0		08971	08971	08971	08971	200512
AL00002	32	14	314.0	134.0	09318	00220	CON	016FCWT	N40454456	40.762378	E019544733	19.913147	U	U	U		U	53								N40465302	40.781394	E019532626	19.890628	U	U	U	0200	U	53								317.0	137.0		09318	09318	09118	09318	200403
AL00003	34	16	331.0	151.0	09186	00197	CON	041RBWT	N41530280	41.884111	E019362160	19.606000	22.9	0.0	U		U	53								N41542350	41.906528	E019352840	19.591222	18.6	0.0	U		U	53								333.0	153.0		09186	09186	09186	09186	200107
AL00003	35	17	347.0	167.0	07223	00078	CON		N41523590	41.876639	E019353810	19.593917	U	U	U		U									N41534600	41.896111	E019352010	19.588917	U	U	U		U									349.0	169.0	C	07223	07223	07223	07223	200005
AL00005	34	16	339.0	159.0	02813	00195	GRE		N40282050	40.472361	E019283281	19.475781	U	U	U		U									N40284688	40.479689	E019282134	19.472594	U	U	U		U									341.6	161.6		02813	02813	02813	02813	200210
AL00010	19	01	189.0	9.0	07475	00275	GRS		N40392053	40.655703	E020443941	20.744281	U	U	U		U									N40380811	40.635586	E020442010	20.738917	U	U	U		U									191.0	11.0		07475	07475	07475	07475	200312
AL00011	32	14	319.8	139.8	03855	00228	GRS		N40045926	40.083128	E020092617	20.157269	U	U	U		U									N40052944	40.091511	E020085591	20.148864	U	U	U		U									322.0	142.0		03855	03855	03855	03855	200203
AM00002	30	12	305.2	125.2	06545	00110	ASP		N41023808	41.043911	E044211351	44.353753	U	U	U		U									N41032001	41.055558	E044200849	44.335692	U	U	U		U									310.4	130.4		06545	06545	06545	06545	200508
AM00003	21	03	207.7	27.7	09134	00132	ASP	030FCYU	N40075782	40.132728	E044282528	44.473689	2955.0	-0.6	U	1650	U									N40064141	40.111503	E044272268	44.456300	2900.0	0.6	U		U									212.8	32.8		07484	09134	09134	09234	200606
AM00004	31	13	306.0	126.0	06555	00092	ASP	009FAZU	N41023331	41.042586	E044204626	44.346183	4819.0	0.3	U		U									N41031551	41.054308	E044194136	44.328156	4836.0	-0.3	U		U									310.7	130.7		06555	07505	06555	07505	200512
AM00005	23	05	235.1	55.1	03281	00250	CON		N40180263	40.300731	E044335864	44.566289	U	U	U		U									N40174666	40.296294	E044332202	44.556117	U	U	U		U									240.3	60.3		03281	03281	03281	03281	200601
AM00005	36	18	0.9	180.9	03252	00250	CON		N40172082	40.289117	E044341432	44.570644	U	U	U		U									N40175272	40.297978	E044341877	44.571881	U	U	U		U									6.1	186.1		03252	03252	03252	03252	200601
AM65746	27	09	265.0	85.0	12629	00184	ASP	070FCXT	N40085060	40.147389	E044250648	44.418467	2838.0	-0.3	U		U	04	05							N40084975	40.147153	E044222386	44.373294	2800.0	0.3	U		U	02	04	05	10					270.0	90.0		12629	12629	12629	12629	200606
AM65747	20	02	199.0	19.0	10564	00147	ASP	039FCXT	N40454893	40.763592	E043520108	43.866967	5000.0	-0.6	U		U	05								N40441373	40.737147	E043510617	43.851714	4941.0	0.6	U		U	03	05	11	50					204.0	24.0		10564	10564	10564	10564	200601
AO02223	34	16	341.0	161.0	05905	00098	ASP		S06163840	-6.277333	E014150179	14.250497	1860.0	0.0	U		U									S06154486	-6.262461	E014143679	14.243553	1860.0	0.0	U		U									335.0	155.0		05905	06025	05905	06025	200505
AO07134	25	07	240.0	60.0	06857	00174	ASP		S06080854	-6.135706	E012224629	12.379525	U	U	U		U									S06084728	-6.146467	E012215042	12.364006	U	U	U		U									235.0	55.0		06857	06857	06857	06857	200505
AO07407	31	13	308.0	128.0	11483	00147	ASP		S14395400	-14.665000	E017440280	17.734111	4589.0	-0.1	U		U									S14390050	-14.650139	E017421990	17.705528	4573.0	0.1	U		U									300.0	120.0		11483	11680	11483	11680	200505
AO11843	29	11	290.0	110.0	07875	00130	ASP		S11461464	-11.770733	E019543016	19.908378	4349.0	0.2	U		U									S11455558	-11.765439	E019531308	19.886967	4362.0	-0.2	U		U									284.0	104.0		07875	07875	07875	07875	200507
AO12562	19	01	192.0	12.0	06562	00055	ASP		S07353888	-7.594133	E015014294	15.028594	2743.0	-0.3	U		U	55								S07364319	-7.611997	E015013737	15.027047	2723.0	0.3	U		U	55								186.0	6.0		06562	06562	06562	06562	200505
AO22547	25	07	244.0	64.0	03379	00098	ASP		S10430964	-10.719344	E013460938	13.769272	U	U	U		U									S10432844	-10.724567	E013454242	13.761783	U	U	U		U									235.0	55.0		03379	03379	03379	03379	200506
AO24458	19	01	186.0	6.0	08202	00098	ASP		S05350849	-5.585692	E012111741	12.188169	66.0	-0.2	U		U	50	55							S05362985	-5.608292	E012111872	12.188533	52.0	0.2	U		U	55								180.0	360.0		08202	08297	08202	08337	200505
AO34501	22	04	216.0	36.0	04915	00066	ASP		S09063631	-9.110086	E018031007	18.052797	U	U	U		U									S09071856	-9.121822	E018024521	18.045892	U	U	U		U									211.0	31.0		04915	04915	04915	04915	200604
AO37232	34	16	338.0	158.0	07874	00098	ASP		S07455161	-7.764336	E015173217	15.292269	U	U	U		U									S07444083	-7.744675	E015165948	15.283189	U	U	U		U									335.0	155.0		07874	07874	07874	07874	200405
AO44387	21	03	212.0	32.0	07400	00097	ASP		S16444534	-16.745928	E014580922	14.969228	U	U	U		U									S16455366	-16.764906	E014574125	14.961458	U	U	U		U									201.0	21.0		07400	07400	07400	07400	200506
AO47362	26	08	257.0	77.0	08202	00148	ASP		S15152406	-15.256683	E012092682	12.157450	U	U	U		U	43	55							S15155673	-15.265758	E012080981	12.136058	U	U	U		U	55								246.0	66.0		08202	08202	08202	08202	200605
AO48521	23	05	233.0	53.0	12190	00148	ASP		S08511443	-8.854008	E013141837	13.238436	233.0	0.0	U	0500	U	04	05	23	43					S08523677	-8.876881	E013125017	13.213936	236.0	0.0	U		U	04	05	38	43					227.0	47.0		11690	12190	12190	12190	200604
AO48521	25	07	254.0	74.0	08530	00197	ASP		S08504921	-8.847003	E013144789	13.246636	220.0	0.3	U		U	06	38							S08512021	-8.855614	E013133253	13.225703	243.0	-0.3	U		U	06								248.0	68.0		08530	08706	08530	08530	200604
AO48917	22	04	223.0	43.0	06468	00080	ASP		S07233877	-7.394103	E020492735	20.824264	U	U	U		U									S07242765	-7.407681	E020484570	20.812694	U	U	U		U									220.0	40.0		06468	06468	06468	06468	200605
AO53493	34	16	340.0	160.0	04920	00098	ASP		S12223783	-12.377175	E013322442	13.540117	U	U	U		U	07								S12215505	-12.365292	E013315928	13.533133	U	U	U		U	07								331.0	151.0		04920	05173	04920	04920	200506
AO56820	31	13	308.0	128.0	07283	00098	ASP		S09314998	-9.530550	E016191492	16.320811	U	U	U		U									S09311063	-9.519619	E016181440	16.304000	U	U	U		U									303.0	123.0		07283	07283	07283	07283	200505
AO61048	32	14	320.0	140.0	05315	00100	ASP		S12364927	-12.613686	E013243366	13.409350	118.0	-0.3	U		U	55								S12361570	-12.604361	E013235307	13.398075	102.0	0.3	U		U	55								311.0	131.0		05315	05643	05315	05500	200604
AO66547	29	11	288.0	108.0	08727	00148	ASP		S12483993	-12.811092	E015462128	15.772578	5561.0	0.3	U		U									S12482399	-12.806664	E015445465	15.748514	5587.0	-0.3	U		U									280.0	100.0		08727	08727	08727	08727	200601
AO73912	31	13	304.0	124.0	10640	00095	ASP		S17025865	-17.049625	E015415152	15.697644	U	U	U		U									S17021430	-17.037306	E015401201	15.670003	U	U	U		U									294.9	114.9		10640	10840	10640	10840	200504
AO74616	26	08	257.0	77.0	08202	00098	ASP		S12240248	-12.400689	E016572955	16.958208	U	U	U		U	06								S12243088	-12.408578	E016561182	16.936617	U	U	U		U	06								250.0	70.0		08202	08202	08202	08202	200607
AO76278	28	10	277.0	97.0	09570	00148	ASP		S14552775	-14.924375	E013351927	13.588686	U	U	U		U	43	55							S14553034	-14.925094	E013334089	13.561358	U	U	U		U	55								267.0	87.0		09570	09735	09570	09735	200506
AO76705	28	10	284.0	104.0	08015	00098	ASP		S14434279	-14.728553	E015013092	15.025256	U	U	U		U									S14433555	-14.726542	E015000993	15.002758	U	U	U		U									275.0	95.0		08015	08015	08015	08015	200209
AO91234	26	08	259.0	79.0	09830	00148	ASP		S09385651	-9.649031	E013162545	13.273736	U	U	U		U									S09392545	-9.657069	E013145123	13.247564	U	U	U		U									252.0	72.0		09830	10030	09830	10030	200506
AO99382	32	14	315.0	135.0	11155	00148	ASP		S09415620	-9.698944	E020263755	20.443764	U	U	U		U	07								S09404508	-9.679189	E020251195	20.419986	U	U	U	2953	U	07								310.0	130.0		11155	11155	08202	11155	200505
AO99419	26	08	259.0	79.0	05906	00068	ASP		S07425350	-7.714861	E021215790	21.366083	U	U	U		U									S07430840	-7.719000	E021210090	21.350250	U	U	U		U									255.0	75.0		05906	05906	05906	05906	200407
AO99460	23	05	232.0	52.0	03115	00060	ASP		S11095338	-11.164828	E013510228	13.850633	U	U	U		U									S11101565	-11.171014	E013504004	13.844456	U	U	U		U									224.6	44.6		03115	03115	03115	03115	200208
AQ90020	23	05	229.0	49.0	10000	00150	ASP		S14193657	-14.326825	W170420294	-170.700817	9.0	0.2	U	0800	U	01	05	09	50					S14202592	-14.340533	W170433119	-170.725331	31.0	-0.2	U	1000	U	01	02	05	09	15	43			240.2	60.2		09200	10300	09000	10600	200410
AQ90020	26	08	259.0	79.0	03800	00100	ASP		S14193696	-14.326933	W170420868	-170.702411	9.0	0.5	U		U	01	05	09						S14193699	-14.326942	W170424755	-170.713208	27.0	-0.5	U	1600	U	01	05	09						270.0	90.0		03800	04180	02200	03800	200511
AQ90023	30	12	303.0	123.0	03190	00075	CON		S14131303	-14.220286	W169251996	-169.422211	U	U	U		U	01	06	09	50					S14125105	-14.214181	W169254325	-169.428681	U	U	U		U	01	06	09	50					314.1	134.1		03190	03480	03190	03490	200603
AR00006	34	16	354.4	174.4	04921	00082	CON		S26180889	-26.302469	W059320013	-59.533369	U	U	U		U									S26172178	-26.289383	W059321411	-59.537253	U	U	U		U									345.0	165.0		04921	04921	04921	04921	200206
AR00010	24	06	245.0	65.0	06283	00075	ASP		S27040596	-27.068322	W066343898	-66.577494	U	U	U		U									S27043447	-27.076242	W066354094	-66.594706	U	U	U		U									242.7	62.7		06283	06283	06283	06283	200007
AR00012	21	03	209.8	29.8	05905	00110	CON		S26445628	-26.748967	W060292323	-60.489786	U	U	U		U	34	50	55						S26455067	-26.764075	W060294712	-60.496422	U	U	U		U	55								201.5	21.5		05905	05905	05905	05905	200205
AR00015	25	07	253.0	73.0	09186	00148	CON	054RAWU	S54503280	-54.842444	W068162630	-68.273972	62.0	0.1	74.0	0525	U	06	09	50						S54503895	-54.844153	W068190300	-68.317500	71.0	-0.1	U	0591	U	06	09							266.2	86.2		08661	09481	08595	09562	200504
AR00020	20	02	195.7	15.7	08366	00147	CON		S32222532	-32.373700	W065105976	-65.183267	U	U	U		U	55								S32234430	-32.395639	W065112320	-65.189778	U	U	U		U	55								194.1	14.1		08366	08461	08366	08461	200307
AR00078	19	01	191.0	11.0	06960	00100	ASP		S29453970	-29.761028	W057584351	-57.978753	U	U	U	3050	U	06								S29464858	-29.780161	W057584512	-57.979200	U	U	U		U	06								181.2	1.2		03910	07440	06960	07560	200609
AR00084	35	17	2.0	182.0	03130	00066	ASP		S36034684	-36.063011	W063375261	-63.631281	U	U	U		U									S36031592	-36.054422	W063375166	-63.631017	U	U	U		U									1.3	181.4		03130	03130	03130	03130	200008
AR00107	23	05	230.7	50.7	04606	00075	ASP		S37331818	-37.555050	W058393695	-58.660264	U	U	U		U									S37334965	-37.563792	W058401829	-58.671747	U	U	U		U									226.3	46.3		04606	04606	04606	04606	200105
AR00217	22	04	228.0	48.0	03870	00148	GRE		S38132850	-38.224583	W057515390	-57.864972	U	U	U		U									S38135640	-38.232333	W057522710	-57.874194	U	U	U		U									224.0	44.0		03870	03870	03870	03870	200105
AR00217	27	09	280.0	100.0	04757	00110	GRE		S38133500	-38.226389	W057514760	-57.863222	U	U	U		U									S38133000	-38.225000	W057524760	-57.879889	U	U	U		U									276.0	96.0		04757	04757	04757	04757	200105
AR00217	36	18	3.0	183.0	05472	00103	ASP		S38140060	-38.233500	W057521570	-57.871028	U	U	U		U									S38130670	-38.218528	W057521700	-57.871389	U	U	U		U									358.9	178.9		05472	05472	05472	05472	200404
AR00267	25	07	251.0	71.0	08366	00147	CON		S50164525	-50.279236	W072020717	-72.035325	653.0	0.2	U		U	07	50							S50165306	-50.281406	W072041517	-72.070881	669.0	-0.2	U		U	07								264.6	84.6		08366	08366	08366	08366	200513
AR00376	25	07	256.6	76.6	02790	00130	GRE		S46320849	-46.535692	W070581503	-70.970842	U	U	U		U									S46320981	-46.536058	W070585487	-70.981908	U	U	U		U									267.3	87.3		02790	02790	02790	02790	200608
AR00376	28	10	281.0	101.0	05577	00098	ASP		S46322691	-46.540808	W070580630	-70.968417	U	U	U		U	50								S46320655	-46.535153	W070592026	-70.988961	U	U	U	0195	U									291.8	111.8		05577	05577	05382	05577	200608
AR00376	29	11	296.4	116.4	04405	00100	GRE		S46324115	-46.544764	W070580737	-70.968714	U	U	U		U									S46321495	-46.537486	W070585767	-70.982686	U	U	U		U									307.1	127.1		04405	04405	04405	04405	200608
AR00525	28	10	281.6	101.6	03264	00072	ASP		S37114640	-37.196222	W069361471	-69.604086	U	U	U		U									S37113747	-37.193742	W069365347	-69.614853	U	U	U		U									286.1	106.1		03264	03264	03264	03264	200609
AR00526	21	03	211.4	31.4	04921	00059	CON		S35494315	-35.828653	W060084771	-60.146586	U	U	U		U									S35502665	-35.840736	W060091438	-60.153994	U	U	U		U									206.5	26.5		04921	04921	04921	04921	200609
AR00529	33	15	327.4	147.4	07242	00075	ASP		S26035198	-26.064439	W065555138	-65.930939	U	U	U	0345	U									S26025174	-26.047706	W065563407	-65.942797	U	U	U		U									327.4	147.4		06897	07242	07242	07242	200606
AR01214	22	04	226.0	46.0	07191	00148	ASP		S36525723	-36.882564	W060123073	-60.208536	U	U	U		U	06	43							S36535105	-36.897514	W060132892	-60.224700	U	U	U		U	06	43							222.0	42.0		07191	07279	07191	07279	200605
AR01214	31	13	309.2	129.2	03116	00125	GRE		S36532534	-36.890372	W060130883	-60.219119	U	U	U		U									S36530793	-36.885536	W060134052	-60.227922	U	U	U		U									305.0	125.0		03116	03116	03116	03116	200604
AR02065	20	02	199.0	19.0	03937	00098	ASP		S36105298	-36.181383	W061042851	-61.074586	U	U	U		U	06								S36113050	-36.191806	W061044134	-61.078150	U	U	U		U	06								195.0	15.0		03937	03937	03937	03937	200606
AR02065	32	14	317.7	137.7	03689	00085	GRE		S36112129	-36.189247	W061035278	-61.064661	U	U	U		U									S36105601	-36.182225	W061042522	-61.073672	U	U	U		U									313.9	133.9		03689	03689	03689	03689	200606
AR02371	22	04	228.0	48.0	03857	00066	ASP		S32573382	-32.959394	W068520792	-68.868867	U	U	U		U									S32575844	-32.966233	W068524276	-68.878544	U	U	U		U									230.0	50.0		03857	03907	03857	03857	200009
AR02967	34	16	339.0	159.0	08858	00098	ASP		S22102500	-22.173611	W065335100	-65.564167	U	U	U		U									S22090400	-22.151111	W065343200	-65.575556	U	U	U		U									334.0	154.0		08858	08858	08858	08858	200507
AR03515	35	17	357.0	177.0	04921	00098	ASP		S36325629	-36.548969	W056431312	-56.720311	U	U	U		U	06								S36320838	-36.535661	W056432352	-56.723200	U	U	U		U	06								350.0	170.0		04921	04921	04921	04921	200007
AR05592	30	12	299.0	119.0	04921	00098	ASP		S37265483	-37.448564	W070125561	-70.215447	U	U	U		U									S37262695	-37.440819	W070134617	-70.229492	U	U	U		U									305.0	125.0		04921	04921	04921	04921	200605
AR06142	27	09	270.0	90.0	07073	00148	ASP		S39000505	-39.001403	W067362920	-67.608111	U	U	U		U	06	09	50						S38595979	-38.999942	W067375849	-67.632914	U	U	U		U	06								274.3	94.3		07073	07073	07073	07257	200012
AR06176	19	01	194.0	14.0	06890	00147	ASP		S31470750	-31.785417	W060284340	-60.478722	242.0	-0.4	U		U	06	10							S31481490	-31.804139	W060285510	-60.481972	216.0	0.4	U		U	06								188.4	8.4		06890	07710	06890	07710	200402
AR06442	32	14	327.0	147.0	05249	00075	ASP		S28023723	-28.043675	W067343303	-67.575842	U	U	U		U									S28015462	-28.031839	W067350523	-67.584786	U	U	U		U									326.0	146.0		05249	05249	05249	05249	200009
AR08227	33	15	334.0	154.0	09698	00131	ASP	050FBWU	S24241550	-24.404306	W065052610	-65.090583	2903.0	1.2	U		U	06	11							S24225220	-24.381167	W065061830	-65.105083	3019.0	-1.2	U		U	06								329.0	149.0		09698	09798	09698	09798	200603
AR08294	19L	01R	198.0	18.0	02782	00164	GRE		S33092791	-33.157753	W064200879	-64.335775	U	U	U		U									S33095433	-33.165092	W064201780	-64.338278	U	U	U		U									196.0	16.0		02782	02982	02782	03112	200110
AR08294	19R	01L	198.0	18.0	03051	00062	ASP		S33092359	-33.156553	W064201249	-64.336803	U	U	U		U									S33095261	-33.164614	W064202248	-64.339578	U	U	U		U									196.0	16.0		03051	03401	03051	03451	200110
AR09073	19	01	195.0	15.0	04101	00112	CON		S29115619	-29.198942	W059412125	-59.689236	U	U	U		U	06								S29123662	-29.210172	W059412725	-59.690903	U	U	U		U	06								187.4	7.4		04101	04101	04101	04101	200011
AR09073	28	10	278.0	98.0	09186	00164	CON		S29123685	-29.210236	W059395581	-59.665503	U	U	U		U	06								S29123755	-29.210431	W059413944	-59.694289	U	U	U		U	06	43							269.6	89.6		09186	09186	09186	09186	200202
AR10608	27	09	272.0	92.0	05249	00098	ASP		S38045951	-38.083197	W070380566	-70.634906	U	U	U		U									S38045149	-38.080969	W070391065	-70.652958	U	U	U		U									278.9	98.9		05249	05249	05249	05249	200203
AR13909	36	18	359.0	179.0	04921	00098	ASP		S34330940	-34.552611	W060554730	-60.929806	U	U	U		U	06								S34322100	-34.539167	W060555260	-60.931278	U	U	U		U	06								355.0	175.0		04921	05021	04921	05021	200010
AR14963	19	01	188.0	8.0	06726	00098	ASP		S30201000	-30.336111	W066173200	-66.292221	1460.0	0.7	U		U	53								S30211600	-30.354445	W066174199	-66.294998	1503.0	-0.7	U		U	53								187.4	7.4		06726	06726	06726	06726	200205
AR15469	21	03	216.0	36.0	05249	00098	ASP		S31172594	-31.290539	W057593368	-57.992689	82.0	0.6	U		U	06	43							S31181205	-31.303347	W058000205	-58.000569	112.0	-0.6	U		U	06								208.0	28.0		05249	05249	05249	05249	200109
AR15586	36	18	359.0	179.0	09151	00177	CON	089RCWT	S32503949	-32.844303	W068473499	-68.793053	2310.0	-0.2	2310.0		U	01	06	34	50					S32490896	-32.819156	W068473366	-68.792683	2290.0	0.2	2290.0		U	06	50							1.0	181.0		09151	09701	09151	09671	200603
AR16072	23	05	234.0	54.0	08202	00148	ASP		S42451152	-42.753200	W065052315	-65.089764	U	U	U		U	06								S42455444	-42.765122	W065065646	-65.115683	U	U	U		U	06								238.0	58.0		08202	08235	08202	08235	200008
AR16941	35	17	351.0	171.0	04325	00088	ASP		S37270703	-37.451953	W061531661	-61.887947	U	U	U		U	06								S37262497	-37.440269	W061532634	-61.890650	U	U	U		U	06								349.6	169.6		04325	04375	04325	04375	200207
AR17474	24	06	239.0	59.0	07743	00164	ASP		S33431026	-33.719517	W065220142	-65.367061	1574.0	0.2	U		U	06	50							S33435106	-33.730850	W065232092	-65.389144	1590.0	-0.2	U		U	06	43							238.4	58.4		07743	08465	07743	08698	200609
AR17474	28	10	281.0	101.0	07874	00148	ASP		S33440207	-33.733908	W065214697	-65.363047	1565.0	0.3	U		U	06								S33434720	-33.729778	W065231843	-65.388453	1590.0	-0.3	U		U	06								281.0	101.0	C	07874	08414	07874	08544	200609
AR17678	25	07	255.0	75.0	06561	00131	ASP	054RCWT	S53463820	-53.777278	W067440330	-67.734250	44.0	0.3	U		U	06								S53464100	-53.778056	W067455230	-67.764528	64.0	-0.3	U		U	06								267.5	87.5		06561	06726	06561	06741	200504
AR17815	27	09	271.0	91.0	03117	00098	ASP		S38245120	-38.414222	W068435490	-68.731917	U	U	U		U	06								S38244790	-38.413306	W068443370	-68.742694	U	U	U		U	06								276.1	96.1		03117	03117	03117	03117	200007
AR17866	23	05	227.0	47.0	08085	00148	ASP	056FCWT	S31183206	-31.308906	W064112821	-64.191169	1538.0	-0.1	U		U									S31192930	-31.324806	W064123332	-64.209256	1531.0	0.1	U	0840	U									224.3	44.3		08085	08085	07245	08167	200601
AR17866	36	18	3.0	183.0	10410	00148	CON	069RBWT	S31192801	-31.324447	W064122866	-64.207961	1522.0	0.8	1522.0		U	06	43							S31174501	-31.295836	W064122919	-64.208108	1604.0	-0.8	1604.0		U	02	06	33						359.7	179.7		10410	10410	10410	10870	200601
AR18278	20	02	204.0	24.0	04795	00148	ASP		S40513270	-40.859083	W062593820	-62.993944	U	U	U		U									S40521530	-40.870917	W063000520	-63.001444	U	U	U		U									205.7	25.7		04795	05280	04795	04795	200010
AR18278	28	10	284.0	104.0	08366	00148	ASP		S40522320	-40.873111	W062585510	-62.981972	16.0	0.0	U		U	06								S40520110	-40.866972	W063004010	-63.011139	20.0	0.0	U		U	06								285.6	105.6		08366	08462	08366	08462	200010
AR18331	22	04	236.0	56.0	04101	00082	ASP		S37482498	-37.806939	W067391149	-67.653192	U	U	U		U									S37484548	-37.812633	W067395574	-67.665483	U	U	U		U									240.0	60.0		04101	04101	04101	04101	200010
AR18834	36	18	358.0	178.0	08071	00148	ASP		S31345730	-31.582583	W068250510	-68.418083	1953.0	0.1	U		U	06								S31333730	-31.560361	W068250580	-68.418278	1959.0	-0.1	U		U	06								359.6	179.6		08071	08216	08071	08209	200209
