ARPT_IDENT	HIGH_IDENT	LOW_IDENT	HIGH_HDG	LOW_HDG	LENGTH	RWY_WIDTH	SURFACE	PCN	HE_WGS_LAT	HE_WGS_DLAT	HE_WGS_LONG	HE_WGS_DLONG	HE_ELEV	HE_SLOPE	HE_TDZE	HE_DT	HE_DT_ELEV	HLGT_SYS_1	HLGT_SYS_2	HLGT_SYS_3	HLGT_SYS_4	HLGT_SYS_5	HLGT_SYS_6	HLGT_SYS_7	HLGT_SYS_8	LE_WGS_LAT	LE_WGS_DLAT	LE_WGS_LONG	LE_WGS_DLONG	LE_ELEV	LE_SLOPE	LE_TDZE	LE_DT	LE_DT_ELEV	LLGT_SYS_1	LLGT_SYS_2	LLGT_SYS_3	LLGT_SYS_4	LLGT_SYS_5	LLGT_SYS_6	LLGT_SYS_7	LLGT_SYS_8	HE_TRUE_HDG	LE_TRUE_HDG	CLD_RWY	HELAND_DIS	HE_TAKEOFF	LELAND_DIS	LE_TAKEOFF	CYCLE_DATE
US26018	35	17	355.0	175.0	03600	00060	ASP		N43181420	43.303944	W096341560	-96.571000	1271.0	0.5	1280.0		U	07								N43184980	43.313833	W096341560	-96.571000	1290.0	-0.5	1290.0		U	07								360.0	180.0		03600	03600	03600	03600	200608
US26028	31L	13R	309.0	129.0	08000	00200	PEM	080RCWT	N27294982	27.497172	W097475682	-97.799117	42.0	0.1	48.0		U	05	51	52						N27304522	27.512561	W097490035	-97.816764	50.0	-0.1	50.0		U	05	51	52						314.4	134.4		08000	08000	08000	08000	200512
US26028	31R	13L	309.0	129.0	08000	00200	PEM	080RCWT	N27295478	27.498550	W097475139	-97.797608	37.0	0.1	44.0		U	05	51	52						N27305018	27.513939	W097485491	-97.815253	48.0	-0.1	50.0		U	05	51	52						314.4	134.4		08000	08000	08000	08000	200409
US26028	35L	17R	354.0	174.0	08000	00200	PEM	080RCWT	N27293272	27.492422	W097483731	-97.810364	48.0	0.0	49.0		U	05	51	52						N27305193	27.514425	W097483830	-97.810639	48.0	0.0	50.0		U	05	51	52						359.4	179.4		08000	08000	08000	08000	200409
US26028	35R	17L	354.0	174.0	08000	00200	PEM	080RCWT	N27293280	27.492444	W097482951	-97.808197	47.0	0.0	48.0		U	02	04	05	11	51	52			N27305201	27.514447	W097483050	-97.808472	48.0	0.0	49.0		U	03	04	05	51	52				359.4	179.4		08000	08000	08000	08000	200409
US26094	35	17	352.0	172.0	04248	00050	CON		N42584550	42.979306	W091472255	-91.789597	1195.0	0.9	1231.0		U	01	06	50						N42592712	42.990867	W091472980	-91.791611	1232.0	-0.9	1232.0		U	01	06	50						352.7	172.7		04248	04248	04248	04248	200506
US26095	22	04	225.0	45.0	04500	00150	CON	005RDWT	N39032376	39.056600	W096453031	-96.758419	1062.0	0.0	U		U	01	05							N39025526	39.048683	W096461440	-96.770667	1060.0	0.0	1065.0		U	01	02	05	42					230.0	50.0		04500	04500	04500	04500	200303
US26095	36	18	0.1	180.1	04500	00150	CON		N39025684	39.049122	W096455456	-96.765156	U	U	U		U									N39034114	39.061428	W096454950	-96.763750	U	U	U		U									5.1	185.1	C	04500	04500	04500	04500	200207
US26103	22	04	223.0	43.0	03835	00150	ASP		N46340904	46.569178	W120320580	-120.534944	1052.1	0.5	1067.0		U	06	09	50						N46335005	46.563903	W120325328	-120.548133	1073.0	-0.5	1073.0		U	06	09	50						240.0	60.0		03835	03835	03835	03835	200605
US26103	27	09	273.0	93.0	07603	00150	ASP		N46335554	46.565428	W120315206	-120.531128	1045.2	0.7	1065.0		U	01	02	05	08	15	50			N46342120	46.572556	W120333432	-120.559533	1095.2	-0.7	1095.0		U	01	05	09	43					290.0	110.0		07603	07603	07603	07603	200605
US26104	31	13	308.0	128.0	10001	00200	ASP		N40111322	40.187006	W076444790	-76.746639	309.0	0.0	308.0	0994	308.2	04	05	09	50					N40115775	40.199375	W076464296	-76.778600	310.0	0.0	308.0	0993	308.1	02	03	04	05	10				296.8	116.8		09007	10001	09008	10001	200406
US26117	27	09	268.0	88.0	03001	00075	ASP		N39345188	39.581078	W079200309	-79.334192	2915.2	0.6	2933.0		U	01	06	09	50					N39344619	39.579497	W079204070	-79.344639	2932.9	-0.6	2933.0		U	01	06	09	50					258.9	78.9		03001	03001	03001	03001	200512
US26148	21	03	216.0	36.0	05299	00150	ASP		N43525400	43.881667	W091145239	-91.247886	653.4	-0.1	653.6		U	01	05	50						N43521187	43.869964	W091153530	-91.259806	646.6	0.1	653.5		U	01	05	50						216.0	36.0		05299	06199	05299	06349	200113
US26148	31	13	314.0	134.0	06050	00150	ASP		N43522348	43.873189	W091145463	-91.248508	650.5	U	653.8	0750	U	05	43							N43530523	43.884786	W091155369	-91.264914	652.6	U	653.0		U	01	05	09	43					314.0	134.0		05300	06050	06050	06050	200209
US26148	36	18	359.0	179.0	08537	00150	CON		N43521139	43.869831	W091153081	-91.258558	646.8	0.1	651.8	0924	647.8	01	05	09	43					N43533569	43.893247	W091153194	-91.258872	651.7	-0.1	652.0		U	01	02	05	15	50				359.0	179.0		07613	08537	08537	08537	200201
US26171	32	14	320.0	140.0	08649	00150	PEM		N40505226	40.847850	W096450633	-96.751758	1176.7	0.3	1192.0	0470	U	06	43							N40520230	40.867306	W096461083	-96.769675	1198.5	-0.3	1199.0	0363	1199.0	06	09	43						325.0	145.0		08179	08649	08286	08649	200505
US26171	35	17	355.0	175.0	05400	00100	PEM		N40504748	40.846522	W096450306	-96.750850	1175.9	0.8	1198.0		U	05	42	50						N40514083	40.861342	W096450271	-96.750753	1218.7	-0.8	1219.0		U	05	09	50						360.0	180.0		05400	05400	05400	05400	200505
US26171	36	18	355.0	175.0	12901	00200	PEM		N40493930	40.827583	W096454286	-96.761906	1174.7	0.2	1175.0		U	02	05	08	15	50				N40514677	40.862992	W096454203	-96.761675	1195.2	-0.2	1195.0		U	02	05	08	15	50				360.0	180.0		12901	13901	12901	13901	200505
US26208	27	09	267.0	87.0	03195	00047	ASP		N37430000	37.716667	W091074000	-91.127778	U	U	U		U	01	07							N37425900	37.716389	W091081900	-91.138611	U	U	U		U	01	07							268.1	88.1		03195	03195	03195	03195	200609
US26226	22	04	219.0	39.0	03500	00075	ASP		N41562046	41.939017	W085024053	-85.044592	955.0	U	U		U	01	06							N41555164	41.931011	W085030610	-85.051694	956.0	U	U		U	01	06							214.0	34.0		03500	03500	03500	03500	200602
US26226	25	07	249.0	69.0	05350	00075	ASP		N41560962	41.936006	W085024732	-85.046478	952.0	0.1	U		U	01	06	09	50					N41554633	41.929536	W085035086	-85.064128	956.0	-0.1	959.0		U	01	06							244.0	64.0		05350	05350	05350	05350	200602
US26226	34	16	347.0	167.0	02400	00190	GRS		N41554840	41.930111	W085030098	-85.050272	U	U	U		U									N41561095	41.936375	W085031079	-85.052997	U	U	U	0595	U									342.0	162.0		02400	02400	01805	02400	200502
US26266	26	08	267.0	87.0	05093	00040	ASP		N32350630	32.585083	W095032037	-95.055658	349.0	0.2	U	2879	U	07								N32350709	32.585303	W095041989	-95.072192	359.0	-0.2	U		U	07								270.9	90.9		02214	05093	05093	05093	200402
US26312	24	06	239.0	59.0	05001	00120	PEM		N42465311	42.781419	W084351021	-84.586169	848.1	0.2	857.7		U	06	09	43						N42462341	42.773169	W084360377	-84.601047	859.0	-0.2	859.0		U	06	09	43						233.0	53.0		05001	05001	05001	05001	200014
US26312	28L	10R	276.0	96.0	07251	00150	ASP		N42464077	42.777992	W084342659	-84.574053	851.5	0.1	851.5		U	02	05	08	15					N42464153	42.778203	W084360381	-84.601058	861.1	-0.1	861.1		U	02	05	08	15					270.6	90.6		07251	07251	07251	07251	200014
US26312	28R	10L	276.0	96.0	03601	00075	ASP		N42465452	42.781811	W084341766	-84.571572	850.9	-0.1	850.9		U	06								N42465491	42.781919	W084350594	-84.584983	846.0	0.1	848.1		U	06								270.6	90.6		03601	03601	03601	03601	200014
US26350	22	04	220.0	40.0	05001	00150	ASP		N26261466	26.437406	W081234487	-81.395797	32.6	0.0	34.0		U									N26253477	26.426325	W081241747	-81.404853	32.8	0.0	34.0		U									216.0	36.0	C	05001	05001	05001	05001	200506
US26350	27	09	272.0	92.0	05000	00150	ASP		N26261503	26.437508	W081232460	-81.390167	32.9	0.1	35.0		U	01	06							N26261332	26.437033	W081241957	-81.405436	35.4	-0.1	36.0		U	01	06							268.0	88.0		05000	05000	05000	05000	200506
US26350	36	18	2.0	182.0	05000	00150	ASP		N26252460	26.423500	W081241688	-81.404689	33.0	0.1	35.0	0990	32.9	01	05							N26261409	26.437247	W081241878	-81.405217	35.8	-0.1	36.0		U	01	05							358.0	178.0		04010	05000	05000	05000	200506
US26356	29	11	301.4	121.4	03000	00050	ASP		N33131501	33.220837	W082224558	-82.379328	U	U	443.2		U	01	06							N33132803	33.224451	W082231732	-82.388144	U	U	449.5		U	01	06							296.0	116.0		03000	03000	03000	03000	200607
US26474	26	08	262.0	82.0	04200	00060	ASP		N46271299	46.453608	W109504798	-109.846661	U	U	U		U	01	06	50						N46271700	46.454722	W109514799	-109.863331	U	U	U		U	01	06							276.0	96.0		04200	04200	04200	04200	200404
US26496	29	11	289.0	109.0	05089	00100	ASP		N48052767	48.091019	W105335771	-105.566031	1985.0	0.0	1986.0		U	01	06	45						N48055277	48.097992	W105350265	-105.584069	1986.0	0.0	1986.0		U	01	06	09	45					300.0	120.0		05089	05089	05089	05089	200601
US26532	22	04	225.0	45.0	06001	00150	CON		N36073077	36.125214	W090550943	-90.919286	273.0	0.0	273.0		U	01	06							N36064885	36.113569	W090560119	-90.933664	273.0	0.0	U		U	01	06							225.0	45.0		06001	06001	06001	06001	200609
US26532	31	13	314.0	134.0	05003	00150	CON		N36072972	36.124922	W090550943	-90.919286	273.0	0.0	U		U									N36080472	36.134644	W090555253	-90.931258	272.0	0.0	U		U									315.2	135.2		05003	05003	05003	05003	200512
US26532	36	18	359.0	179.0	05001	00150	CON		N36070840	36.119000	W090552381	-90.923281	272.0	0.0	273.0		U	06								N36075786	36.132739	W090552378	-90.923272	273.0	0.0	273.0		U	01	02	06	09	42				360.0	180.0		05001	05001	05001	05001	200011
US26543	36	18	360.0	180.0	03700	00042	ASP		N35002717	35.007547	W114335283	-114.564675	U	U	U		U	01	07							N35010285	35.017458	W114334291	-114.561919	U	U	U		U	01	07							12.9	192.9		03700	03700	03700	03700	200404
US26547	23	05	231.0	51.0	02033	00090	ASP		N33555200	33.931111	W080480550	-80.801528	U	U	U		U	01	06							N33553800	33.927222	W080482200	-80.806111	U	U	U		U	01	06							224.5	44.5		02033	03101	02033	03088	200601
US26547	32	14	321.0	141.0	09017	00150	PEM	037FAWT	N33543680	33.910222	W080472379	-80.789942	244.0	0.1	244.0		U	02	05	11	50					N33553870	33.927417	W080484057	-80.811269	252.0	-0.1	U		U	05	50							314.0	134.0		09017	09167	09017	09167	200605
US26547	36	18	5.9	185.9	04500	00150	CON		N33550550	33.918194	W080474570	-80.796028	U	U	U		U									N33554970	33.930472	W080474400	-80.795556	U	U	U		U									1.8	181.8	C	04500	04500	04500	04500	200313
US26584	36	18	1.0	181.0	03200	00060	ASP		N34004110	34.011417	W088433418	-88.726161	335.0	-0.1	U		U	01	06							N34011275	34.020208	W088433445	-88.726236	333.0	0.1	335.0		U	01	06							360.0	180.0		03200	03200	03200	03200	200604
US26615	19	01	194.0	14.0	02477	00130	GRS		N42413297	42.692492	W088180977	-88.302714	774.7	-0.1	U		U									N42410905	42.685847	W088181669	-88.304636	772.8	0.1	U		U									192.0	12.0		02477	02477	02477	02477	200211
US26615	29	11	291.0	111.0	04300	00075	ASP		N42412304	42.689733	W088175150	-88.297639	775.6	0.0	U		U	01	06	09	43					N42413671	42.693531	W088184602	-88.312783	777.2	0.0	U		U	01	06	09	50					289.0	109.0		04300	04300	04300	04300	200113
US26629	29	11	302.0	122.0	04700	00100	ASP		N35333666	35.560183	W075565246	-75.947906	8.0	0.0	U		U	06	43							N35335334	35.564817	W075574555	-75.962653	8.0	0.0	U		U	06	43							291.0	111.0		04700	04700	04700	04700	200602
US26654	22	04	222.0	42.0	05197	00100	ASP		N20002063	20.005731	W155394372	-155.662144	2671.1	-0.2	2671.0		U	01	06	09	47					N19594892	19.996922	W155402665	-155.674069	2661.8	0.2	2671.0		U	01	06	09	47					232.0	52.0		05197	05197	05197	05197	200507
US26739	28	10	280.0	100.0	03200	00075	ASP		N36455391	36.764975	W086364651	-86.612919	U	U	U		U									N36455809	36.766136	W086372549	-86.623747	U	U	U		U									278.0	98.0		03200	03200	03200	03200	200007
US26787	36	18	4.0	184.0	04195	00075	ASP		N47412397	47.689992	W114111678	-114.187994	2939.0	U	2941.0		U	01	06	43	50					N47420322	47.700894	W114105728	-114.182578	2937.0	U	2941.0		U	01	06	50						19.0	199.0		04195	04195	04195	04195	200603
US26790	22	04	218.0	38.0	04000	00075	ASP		N36440085	36.733569	W085385467	-85.648519	1036.5	-0.5	U		U	01	06	09	43					N36432823	36.724508	W085392247	-85.656242	1015.6	0.5	U		U	01	06	09	43					214.0	34.0		04000	04000	04000	04000	200607
US26807	23	05	226.0	46.0	04998	00100	ASP		N44563031	44.941753	W074502182	-74.839394	214.0	-0.2	215.0		U	01	05	43						N44554811	44.930031	W074505783	-74.849397	203.0	0.2	205.0		U	01	05	09	50					211.0	31.0		04998	04998	04998	04998	200505
US26807	27	09	271.0	91.0	04000	00100	ASP		N44561338	44.937050	W074502211	-74.839475	204.0	0.0	205.0		U	01	06	09	50					N44560398	44.934439	W074511612	-74.854478	202.0	0.0	205.0		U	01	06							256.0	76.0		04000	04000	04000	04000	200505
US26834	35	17	352.0	172.0	04000	00050	ASP		N34332900	34.558056	W101463600	-101.776667	U	U	U		U									N34340800	34.568889	W101463600	-101.776667	U	U	U		U									360.0	180.0	C	04000	04000	04000	04000	200308
US26834	36	18	6.0	186.0	04900	00060	ASP		N34333712	34.560311	W101470006	-101.783350	3502.9	-0.3	3503.0		U	01	06							N34342402	34.573339	W101464646	-101.779572	3487.7	0.3	3497.0		U	01	06							13.5	193.5		04900	04900	04900	04900	200602
US26861	20	02	205.0	25.0	05099	00100	ASP		N34135420	34.231722	W099164392	-99.278867	1255.3	0.2	1259.0		U	01	06	43						N34131138	34.219828	W099171600	-99.287778	1264.4	-0.2	1265.0		U	06								211.9	31.9		05099	05099	05099	05099	200508
US26861	34	16	339.0	159.0	04304	00080	ASP		N34131141	34.219836	W099165691	-99.282475	1259.2	0.0	1261.0		U	06								N34135267	34.231297	W099170954	-99.285983	1258.3	0.0	1261.0		U	06								345.7	165.7		04304	04304	04304	04304	200310
US26868	23	05	223.0	43.0	02550	00150	GRS		N40362890	40.608028	W095515280	-95.864667	1160.0	0.2	U		U									N40361190	40.603306	W095521730	-95.871472	1165.0	-0.2	U		U									227.7	47.7		02550	02550	02550	02550	200206
US26868	33	15	327.0	147.0	04500	00075	CON		N40360526	40.601461	W095514258	-95.861828	1157.4	0.0	1162.0		U	01	06							N40364433	40.612314	W095521044	-95.869567	1156.4	0.0	1162.0		U	01	06							331.5	151.5		04500	04500	04500	04500	200601
US26869	24	06	244.0	64.0	06802	00150	ASP		N33582990	33.974972	W086045340	-86.081500	549.3	0.3	560.0		U	01	05	09	43					N33575702	33.965839	W086060387	-86.101075	569.2	-0.3	569.0		U	01	05	09	43					241.0	61.0		06802	06802	06802	06802	200608
US26869	36	18	3.0	183.0	04806	00150	ASP		N33580920	33.969222	W086050959	-86.085997	553.0	-0.2	555.0		U	01	09	50						N33585674	33.982428	W086050934	-86.085928	541.9	0.2	553.0		U	01	09	50						360.0	180.0		04806	04806	04806	04806	200609
US26937	35	17	354.0	174.0	03204	00040	ASP		N31563405	31.942792	W099590919	-99.985886	1871.0	-0.2	1871.0		U	07								N31570575	31.951597	W099590894	-99.985817	1865.5	0.2	1870.0		U	07								0.4	180.4		03204	03204	03204	03204	200402
US26939	34	16	344.0	164.0	06107	00075	ASP		N44525276	44.881322	W116060362	-116.101006	5003.0	0.3	5009.0		U	06	09	47						N44535305	44.898069	W116060566	-116.101572	5021.0	-0.3	5021.0		U	06	09	50						359.0	179.0		06107	06107	06107	06107	200509
US26946	19	01	187.3	7.3	05760	00100	ASP		N34075177	34.131047	W084505326	-84.848128	731.2	0.5	749.0		U	01	05	09	50					N34065489	34.115247	W084505743	-84.849286	758.5	-0.5	755.0	0740	U	01	05	50						183.5	3.5		05760	05760	05020	05760	200511
US26983	29	11	291.0	111.0	03852	00075	ASP		N38215309	38.364747	W084163674	-84.276872	719.6	U	U	1095	717.6	01	06	09	43					N38220328	38.367578	W084172334	-84.289817	720.5	U	U		U	01	06	09	43					285.5	105.5		02757	03852	03852	03852	200308
US27059	20	02	205.0	25.0	03260	00075	ASP		N43041613	43.071147	W071535447	-71.898464	U	U	U		U	01	06							N43034442	43.062339	W071540209	-71.900581	U	U	U		U	01	06							189.7	9.7		03260	03260	03260	03260	200205
US27075	20	02	203.0	23.0	03500	00075	ASP		N42062113	42.105869	W072021659	-72.037942	699.0	-0.3	U		U	01	06	50						N42054686	42.096350	W072022297	-72.039714	689.0	0.3	697.0		U	01	06	09	50					188.0	8.0		03500	03500	03500	03500	200403
US27075	28	10	281.0	101.0	01450	00100	GRS		N42060599	42.101664	W072022200	-72.039444	U	U	U		U									N42060499	42.101386	W072024101	-72.044725	U	U	U		U									265.9	85.9		01450	01450	01450	01450	200205
US27093	35	17	348.0	168.0	03373	00045	ASP		N32553360	32.926000	W096260512	-96.434756	563.1	-0.1	574.1	0289	562.7	01	07							N32560668	32.935189	W096261031	-96.436197	559.3	0.1	565.4	0470	565.4	01	07							352.5	172.5		03084	03373	02903	03373	200404
US27139	35	17	350.0	170.0	03900	00030	ASP		N36260986	36.436071	W100320022	-100.533395	U	U	U		U	07								N36264836	36.446768	W100320282	-100.534116	U	U	U		U	07								356.9	176.9		03900	03900	03900	03900	200605
US27167	26	08	262.0	82.0	02084	00035	COM		N38564495	38.945819	W104334609	-104.562803	U	U	U		U									N38564527	38.945908	W104341247	-104.570131	U	U	U		U									270.9	90.9		02084	02084	02084	02084	200609
US27167	33	15	331.0	151.0	06000	00060	ASP		N38561662	38.937950	W104340321	-104.567558	6787.0	1.5	6822.0		U	01	06	50						N38571248	38.953467	W104342860	-104.574611	6874.0	-1.5	6874.0		U	01	06	50						340.5	160.5		06000	06000	06000	06000	200609
US27167	34	16	354.0	174.0	01800	00015	COP		N38570117	38.950325	W104343432	-104.576200	U	U	U		U									N38571893	38.955258	W104343313	-104.575869	U	U	U		U									3.0	183.0		01800	01800	01800	01800	200609
US27233	22	04	225.0	45.0	05200	00150	CON		N40180301	40.300836	W088081900	-88.138611	733.0	0.0	U		U									N40172700	40.290833	W088090429	-88.151192	734.0	0.0	U		U									223.8	43.8	C	05200	05200	05200	05200	199807
US27233	27	09	272.0	92.0	05001	00075	ASP		N40173147	40.292075	W088075509	-88.131969	728.0	0.1	733.0		U	01	03	06	09					N40173111	40.291975	W088085962	-88.149894	735.0	-0.1	736.0		U	01	03	06	09					269.6	89.6		05001	05351	05001	06251	200203
US27233	31	13	317.0	137.0	05700	00150	CON		N40172930	40.291472	W088080101	-88.133614	727.0	0.2	U		U									N40180914	40.302539	W088085302	-88.148061	737.0	-0.2	U		U									315.1	135.1	C	05700	05700	05700	05700	199807
US27233	36	18	2.0	182.0	04894	00075	CON		N40171824	40.288400	W088083787	-88.143853	733.0	0.1	737.0		U									N40180660	40.301833	W088083790	-88.143861	737.0	-0.1	737.0		U									360.0	180.0		04894	04894	04894	04999	200203
US27247	33	15	328.0	148.0	05000	00075	ASP		N48163799	48.277219	W115291544	-115.487622	2601.0	-0.4	2601.0		U	01	06	50						N48172571	48.290475	W115293425	-115.492847	2581.0	0.4	2597.0		U	01	50							345.0	165.0		05000	05000	05000	05000	200405
US27249	19	01	194.0	14.0	05000	00100	ASP		N43321892	43.538589	W072565991	-72.949975	775.0	0.1	787.4		U	01	02	06	09	42	43			N43312956	43.524878	W072565813	-72.949481	781.0	-0.1	787.4		U	01	06	43						179.0	359.0		05000	05000	05000	05000	200008
US27249	31	13	314.0	134.0	03170	00075	ASP		N43312980	43.524944	W072563909	-72.944192	782.0	0.0	784.6		U	01	06							N43314480	43.529111	W072571685	-72.954681	782.0	0.0	784.6		U	01	06	09	50					299.0	119.0		03170	03170	03170	03170	200011
US27251	27	09	270.3	90.3	06500	00100	ASP		N33210473	33.351314	W110392500	-110.656944	3181.2	1.2	3212.0		U	01	06	09	50					N33211793	33.354981	W110404000	-110.677778	3260.7	-1.2	3261.0		U	01	06	09	50					281.8	101.8		06500	06500	06500	06500	200409
US27273	31	13	311.0	131.0	05900	00075	ASP		N38212169	38.356025	W111352329	-111.589803	U	U	U		U	01	06							N38220817	38.368936	W111360803	-111.602231	U	U	U		U	01	06							322.8	142.8		05900	05900	05900	05900	200505
US27333	27	09	274.0	94.0	03498	00065	ASP		N40321470	40.537417	W081565304	-81.948067	1183.2	1.0	1216.0		U	01	06	09	43					N40321280	40.536889	W081573826	-81.960628	1217.6	-1.0	1218.0		U	01	06	09						267.0	87.0		03498	03498	03498	03498	200211
US27336	21	03	209.0	29.0	05000	00100	ASP		N41564645	41.946236	W083255218	-83.431161	615.0	-0.1	U		U	01	06	07	09	50				N41560085	41.933569	W083261747	-83.438186	611.0	0.1	U		U	01	06	07	43					202.5	22.5		05000	05000	05000	05000	200013
US27344	22	04	218.0	38.0	03200	00040	ASP		N45303800	45.510556	W092081699	-92.138053	U	0.0	U		U									N45301399	45.503886	W092084501	-92.145836	U	0.0	U		U									219.3	39.3		03200	03200	03200	03200	200205
US27355	26	08	265.0	85.0	03019	00135	GRS		N44590936	44.985933	W096101415	-96.170597	U	U	U		U									N44590936	44.985933	W096105615	-96.182264	U	U	U		U									270.0	90.0		03019	03019	03019	03019	200205
US27355	31	13	315.0	135.0	03302	00075	ASP		N44585895	44.983042	W096102948	-96.174856	1077.0	0.2	U		U	01	06							N44592393	44.989981	W096105900	-96.183056	1082.0	-0.2	U		U	01	06							320.0	140.0		03302	03302	03302	03302	200205
US27379	23	05	230.0	50.0	05004	00075	ASP		N48323893	48.544147	W111514579	-111.862719	3443.0	-0.6	3443.0	0450	U	01	06	50						N48321807	48.538353	W111525311	-111.881419	3414.0	0.6	3424.0		U	01	06	50						245.0	65.0		04554	05004	05004	05004	200506
US27379	29	11	294.0	114.0	03701	00060	ASP		N48321222	48.536728	W111515113	-111.864203	3427.0	-0.3	3428.0		U	01	06	50						N48323516	48.543100	W111523390	-111.876083	3416.0	0.3	3427.0		U	01	06	50						309.0	129.0		03701	03701	03701	03701	200506
US27383	35	17	354.0	174.0	04201	00100	CON	008FCYT	N37190428	37.317856	W097231776	-97.388267	1271.1	0.1	1277.0		U	01	05	09	50					N37194580	37.329389	W097231828	-97.388411	1276.5	-0.1	1277.0		U	01	05	09	50					359.0	179.0		04201	04201	04201	04201	200608
US27416	34	16	338.0	158.0	04400	00075	ASP		N45413395	45.692764	W092570125	-92.950347	918.0	U	920.0		U	01	06	43						N45421484	45.704122	W092572218	-92.956161	923.0	U	925.0		U	01	06	43						340.0	160.0		04400	04400	04400	04400	200308
US27457	22	04	224.0	44.0	02968	00150	GRS		N47130353	47.217647	W093301208	-93.503356	U	U	U		U									N47124307	47.211964	W093304285	-93.511903	U	U	U		U									225.6	45.6		02968	02968	02968	02968	200111
US27457	28	10	283.0	103.0	01450	00150	GRS		N47125482	47.215228	W093302382	-93.506617	U	U	U		U									N47125838	47.216217	W093304416	-93.512268	U	U	U		U									284.4	104.4		01450	01450	01450	01450	200603
US27457	34	16	344.0	164.0	05755	00100	ASP		N47115783	47.199397	W093302679	-93.507442	1354.0	-1.0	1355.0		U	01	02	05	08	15	43			N47125285	47.214681	W093304749	-93.513192	1297.0	1.0	1332.0	0423	U	01	05	09	43					345.7	165.7		05755	06337	05332	06005	200111
US27471	30	12	293.0	113.0	03417	00060	ASP		N42435818	42.732828	W094142306	-94.239739	1084.0	0.3	U		U	01	06	09	43					N42441287	42.736908	W094150427	-94.251186	1093.0	-0.3	U		U	01	06	43						296.0	116.0		03417	03417	03417	03417	200609
US27499	27	09	270.0	90.0	05000	00075	ASP		N43124578	43.212717	W090100628	-90.168411	718.0	0.0	U		U	01	06	09	50					N43124532	43.212589	W090111381	-90.187169	716.0	0.0	U		U	01	06	50						270.0	90.0		05000	05000	05000	05000	200402
US27499	36	18	360.0	180.0	01988	00060	ASP		N43122686	43.207461	W090110756	-90.185433	U	U	U	1030	U	01	06							N43124533	43.212592	W090110774	-90.185483	U	U	U	0138	U	01	06							359.6	179.6	C	00958	01988	01850	01988	200014
US27502	35	17	5.0	185.0	04506	00100	ASP		N43533774	43.893817	W085310001	-85.516669	U	U	U		U									N43542225	43.906181	W085310001	-85.516669	U	U	U		U									360.0	180.0		04506	04706	04506	04706	200509
US27511	36	18	358.0	178.0	05001	00075	ASP		N35560074	35.933539	W089495032	-89.830644	254.0	0.0	255.0		U	01	06	50						N35565019	35.947275	W089495149	-89.830969	255.0	0.0	251.0		U	01	06	50						358.9	178.9		05001	05001	05001	05001	200412
US27535	33	15	330.0	150.0	04200	00025	ASP		N29125495	29.215263	W097520819	-97.868941	U	U	U		U									N29133279	29.225776	W097522781	-97.874393	U	U	U		U									335.5	155.5		04200	04200	04200	04200	200407
US27538	21	03	210.0	30.0	05018	00075	ASP		N33383995	33.644431	W091444805	-91.746681	243.0	0.5	U		U	01	06	09	50					N33375772	33.632700	W091451925	-91.755347	268.0	-0.5	U		U	01	06	09	50					211.7	31.7		05018	05018	05018	05018	200505
US27570	23	05	224.0	44.0	02915	00150	ASP	028FBWU	N30335640	30.565667	W087481619	-87.804497	115.0	0.1	U		U									N30333600	30.560000	W087483840	-87.810667	118.0	-0.1	U		U									223.0	43.0		02915	02915	02915	02915	200505
US27570	27	09	272.0	92.0	03000	00150	ASP	028FBWU	N30335280	30.564667	W087481380	-87.803833	115.0	0.4	U		U									N30335340	30.564833	W087484980	-87.813833	126.0	-0.4	U		U									271.0	91.0		03000	03000	03000	03000	200506
US27570	34	16	338.0	158.0	02915	00150	ASP	028FBWU	N30332700	30.557500	W087483600	-87.810000	115.0	0.4	U		U									N30335220	30.564500	W087484860	-87.813500	126.0	-0.4	U		U									337.0	157.0		02915	02915	02915	02915	200505
US27601	27	09	269.8	89.8	02275	00090	GRS		N42130813	42.218925	W091092683	-91.157453	832.9	-0.5	U		U									N42130813	42.218925	W091095727	-91.165908	822.3	0.5	U		U									270.0	90.0		02275	02275	02275	02275	200404
US27601	33	15	333.4	153.4	04400	00075	CON		N42125650	42.215694	W091093800	-91.160556	829.0	-0.1	829.0		U	01	06	50						N42133550	42.226528	W091100380	-91.167722	825.0	0.1	827.0		U	01	06	50						333.8	153.8		04400	04400	04400	04400	200201
US27613	27	09	270.0	90.0	05892	00075	ASP		N39563601	39.943336	W083114021	-83.194503	U	U	928.0	0543	923.9	01	06	09	50					N39562975	39.941597	W083125542	-83.215394	928.0	U	U	1343	927.6	01	06	09	50					263.8	83.8		05349	05892	04549	05892	200509
US27618	36	18	2.0	182.0	03172	00090	ASP		N42060811	42.102253	W071303137	-71.508714	237.0	1.0	U	0110	238.1	07								N42063856	42.110711	W071304131	-71.511475	268.0	-1.0	U		U	07								346.4	166.4		03062	03172	03172	03172	200308
US27632	26	08	262.0	82.0	03148	00080	ASP		N32484633	32.812869	W085132839	-85.224553	624.0	-0.2	U		U	06								N32484042	32.811228	W085140466	-85.234628	618.0	0.2	U		U	06								259.0	79.0		03148	03148	03148	03148	200604
